 ,Area,Perim.,BX,BY,Width,Height,Circ.,Feret,Skew,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
4383,0.418,1.828,603.103,174.531,0.646,0.646,1.000,0.914,NaN,933,270,135.000,0.646,1.000,1.000,1.000
4384,0.836,2.742,669.037,174.531,1.293,0.646,1.000,1.445,NaN,1035,270,153.435,0.646,2.000,0.500,1.000
4385,3.761,6.242,793.794,174.531,1.939,1.939,1.000,2.742,NaN,1228,270,135.000,1.939,1.000,1.000,1.000
4386,0.836,3.121,692.954,176.471,0.646,1.293,1.000,1.445,NaN,1072,273,116.565,0.646,2.000,0.500,1.000
4387,1.671,3.657,580.478,177.763,1.293,1.293,1.000,1.828,NaN,898,275,135.000,1.293,1.000,1.000,1.000
4388,0.418,1.828,603.749,181.642,0.646,0.646,1.000,0.914,NaN,934,281,135.000,0.646,1.000,1.000,1.000
4389,1.254,3.657,787.977,182.935,1.293,1.293,1.000,1.828,NaN,1219,283,135.000,1.293,1.464,0.683,0.857
4390,0.836,2.742,1433.743,185.520,1.293,0.646,1.000,1.445,NaN,2218,287,153.435,0.646,2.000,0.500,1.000
4391,0.836,2.742,577.893,186.813,1.293,0.646,1.000,1.445,NaN,894,289,153.435,0.646,2.000,0.500,1.000
4392,1.671,3.657,627.020,187.460,1.293,1.293,1.000,1.828,NaN,970,290,135.000,1.293,1.000,1.000,1.000
4393,434.981,83.644,1415.643,190.692,25.856,21.978,0.781,27.280,NaN,2196,324,36.327,21.978,1.233,0.811,0.920
4394,0.418,1.828,791.855,191.338,0.646,0.646,1.000,0.914,NaN,1225,296,135.000,0.646,1.000,1.000,1.000
4395,1.254,3.657,1449.257,199.095,1.293,1.293,1.000,1.828,NaN,2242,308,135.000,1.293,1.464,0.683,0.857
4396,1.254,3.657,758.888,201.681,1.293,1.293,1.000,1.828,NaN,1174,312,135.000,1.293,1.464,0.683,0.857
4397,0.836,3.657,1037.492,203.620,1.293,1.293,0.785,1.828,NaN,1605,315,135.000,0.914,2.646,0.378,0.667
4398,2.925,6.242,1022.624,205.559,1.293,2.586,0.943,2.891,NaN,1582,318,116.565,1.293,1.936,0.517,0.933
4399,0.836,2.742,512.605,208.145,1.293,0.646,1.000,1.445,NaN,793,322,153.435,0.646,2.000,0.500,1.000
4400,2.507,5.485,1041.370,219.780,1.939,1.939,1.000,2.331,NaN,1612,340,123.690,1.828,1.291,0.775,0.800
4401,0.418,1.828,1022.624,224.952,0.646,0.646,1.000,0.914,NaN,1582,348,135.000,0.646,1.000,1.000,1.000
4402,0.836,3.121,1028.442,230.769,0.646,1.293,1.000,1.445,NaN,1591,357,116.565,0.646,2.000,0.500,1.000
4403,50.142,26.863,131.868,241.758,9.050,6.464,0.873,10.221,NaN,204,383,34.695,6.464,1.491,0.671,0.941
4404,0.418,1.828,630.899,242.405,0.646,0.646,1.000,0.914,NaN,976,375,135.000,0.646,1.000,1.000,1.000
4405,1.254,3.657,652.877,257.919,1.293,1.293,1.000,1.828,NaN,1010,399,135.000,1.293,1.464,0.683,0.857
4406,0.836,2.742,693.601,257.919,1.293,0.646,1.000,1.445,NaN,1073,399,153.435,0.646,2.000,0.500,1.000
4407,1.254,3.657,546.865,258.565,1.293,1.293,1.000,1.828,NaN,846,400,135.000,1.293,1.464,0.683,0.857
4408,0.418,1.828,455.721,266.322,0.646,0.646,1.000,0.914,NaN,705,412,135.000,0.646,1.000,1.000,1.000
4409,0.418,1.828,458.953,276.665,0.646,0.646,1.000,0.914,NaN,710,428,135.000,0.646,1.000,1.000,1.000
4410,661.873,127.654,4601.810,277.957,40.078,34.260,0.510,41.234,NaN,7119,441,166.399,29.577,1.605,0.623,0.759
4411,0.418,1.828,361.991,287.654,0.646,0.646,1.000,0.914,NaN,560,445,135.000,0.646,1.000,1.000,1.000
4412,2.925,5.864,547.511,293.471,1.939,1.939,1.000,2.331,NaN,848,454,123.690,1.939,1.069,0.936,0.875
4413,0.418,1.828,488.041,295.410,0.646,0.646,1.000,0.914,NaN,755,457,135.000,0.646,1.000,1.000,1.000
4414,0.418,1.828,489.334,303.167,0.646,0.646,1.000,0.914,NaN,757,469,135.000,0.646,1.000,1.000,1.000
4415,0.418,1.828,404.008,310.278,0.646,0.646,1.000,0.914,NaN,625,480,135.000,0.646,1.000,1.000,1.000
4416,1.254,3.657,404.654,318.681,1.293,1.293,1.000,1.828,NaN,626,495,45.000,1.293,1.464,0.683,0.857
4417,4.178,8.071,515.191,324.499,1.939,3.232,0.806,3.481,NaN,798,502,111.801,1.939,1.690,0.592,0.833
4418,1.254,3.657,528.119,325.145,1.293,1.293,1.000,1.828,NaN,817,505,45.000,1.293,1.464,0.683,0.857
4419,75.213,52.589,1317.388,343.891,22.624,7.757,0.342,23.208,NaN,2038,536,167.125,5.997,5.003,0.200,0.690
4420,0.418,1.828,533.937,347.123,0.646,0.646,1.000,0.914,NaN,826,537,135.000,0.646,1.000,1.000,1.000
4421,0.836,3.121,511.312,359.405,0.646,1.293,1.000,1.445,NaN,791,556,116.565,0.646,2.000,0.500,1.000
4422,919.268,132.068,3026.503,365.223,43.310,34.260,0.662,43.999,NaN,4682,589,10.154,32.764,1.300,0.769,0.870
4423,5.014,7.692,3649.644,366.516,2.586,2.586,1.000,3.232,NaN,5646,567,126.870,2.586,1.281,0.780,0.857
4424,1.254,3.657,3071.752,367.162,1.293,1.293,1.000,1.828,NaN,4752,568,135.000,1.293,1.464,0.683,0.857
4425,0.418,1.828,494.505,370.394,0.646,0.646,1.000,0.914,NaN,765,573,135.000,0.646,1.000,1.000,1.000
4426,9.193,14.848,3018.746,371.041,3.232,5.818,0.524,5.960,NaN,4672,574,102.529,3.200,2.692,0.372,0.629
4427,2.089,4.949,3634.777,371.041,1.293,1.939,1.000,2.331,NaN,5623,577,56.310,1.293,1.553,0.644,0.909
4428,2.925,5.485,3654.169,380.090,1.939,1.939,1.000,2.331,NaN,5653,588,123.690,1.939,1.069,0.936,0.875
4429,5.014,7.692,3679.379,380.090,2.586,2.586,1.000,3.232,NaN,5693,588,126.870,2.586,1.281,0.780,0.857
4430,2.089,5.485,3667.744,380.737,1.939,1.939,0.873,2.044,NaN,5675,589,108.435,1.828,1.000,1.000,0.714
4431,2.925,5.485,3409.825,382.030,1.939,1.939,1.000,2.742,NaN,5275,591,135.000,1.828,1.596,0.626,0.875
4432,3.761,6.399,3605.688,385.262,2.586,1.939,1.000,2.891,NaN,5578,596,153.435,1.939,1.340,0.746,0.857
4433,0.418,1.828,3621.849,386.555,0.646,0.646,1.000,0.914,NaN,5603,598,135.000,0.646,1.000,1.000,1.000
4434,4459.702,311.526,4156.432,390.433,78.216,83.387,0.577,92.816,NaN,6437,629,136.411,74.182,1.253,0.798,0.866
4435,2.089,4.949,3678.087,392.372,1.939,1.293,1.000,2.331,NaN,5690,607,146.310,1.293,1.553,0.644,0.909
4436,193.046,62.423,4106.012,397.544,20.685,16.160,0.623,21.046,NaN,6352,628,169.380,14.260,1.466,0.682,0.824
4437,9.611,10.813,3648.998,402.069,3.878,3.232,1.000,4.661,NaN,5645,622,146.310,3.200,1.473,0.679,0.902
4438,0.836,2.742,3684.551,402.715,1.293,0.646,1.000,1.445,NaN,5700,623,153.435,0.646,2.000,0.500,1.000
4439,1.671,3.657,3588.882,404.008,1.293,1.293,1.000,1.828,NaN,5552,625,135.000,1.293,1.000,1.000,1.000
4440,293.748,78.251,4492.566,404.654,20.685,23.271,0.603,26.178,NaN,6956,627,122.905,19.460,1.343,0.744,0.788
4441,6.686,8.606,3628.959,409.179,2.586,3.232,1.000,3.481,NaN,5615,633,111.801,2.586,1.209,0.827,0.889
4442,1.671,3.657,3640.595,409.179,1.293,1.293,1.000,1.828,NaN,5632,633,135.000,1.293,1.000,1.000,1.000
4443,5.432,7.692,3611.506,409.825,2.586,2.586,1.000,3.232,NaN,5587,638,36.870,2.586,1.159,0.863,0.897
4444,2.089,5.485,3581.125,411.118,1.939,1.939,0.873,2.044,NaN,5541,636,108.435,1.828,1.000,1.000,0.714
4445,3308.111,279.557,4507.434,411.118,53.652,110.537,0.532,111.290,NaN,6997,807,83.329,50.997,2.287,0.437,0.864
4446,2.925,5.864,3608.274,412.411,1.939,1.939,1.000,2.331,NaN,5582,638,123.690,1.939,1.069,0.936,0.875
4447,1.671,3.657,1555.268,413.704,1.293,1.293,1.000,1.828,NaN,2406,640,135.000,1.293,1.000,1.000,1.000
4448,3.343,5.864,3643.180,415.643,1.939,1.939,1.000,2.742,NaN,5636,643,135.000,1.939,1.229,0.814,0.941
4449,7.103,9.142,3620.556,416.936,3.232,3.232,1.000,3.769,NaN,5602,645,120.964,2.891,1.343,0.744,0.829
4450,0.418,1.828,1579.186,417.582,0.646,0.646,1.000,0.914,NaN,2443,646,135.000,0.646,1.000,1.000,1.000
4451,0.836,3.121,1599.871,420.168,0.646,1.293,1.000,1.445,NaN,2475,650,116.565,0.646,2.000,0.500,1.000
4452,2.089,4.571,1540.401,422.754,1.939,1.293,1.000,2.331,NaN,2383,654,146.310,1.293,1.553,0.644,0.909
4453,10.028,10.813,3606.335,425.986,3.878,3.232,1.000,4.336,NaN,5579,660,153.435,3.232,1.222,0.818,0.906
4454,1.254,3.657,3550.097,426.632,1.293,1.293,1.000,1.828,NaN,5492,662,45.000,1.293,1.464,0.683,0.857
4455,2.507,5.485,3563.672,435.682,1.939,1.939,1.000,2.331,NaN,5513,674,123.690,1.828,1.291,0.775,0.800
4456,0.836,2.742,3539.754,442.793,1.293,0.646,1.000,1.445,NaN,5476,685,153.435,0.646,2.000,0.500,1.000
4457,0.836,2.742,1530.705,447.317,1.293,0.646,1.000,1.445,NaN,2368,692,153.435,0.646,2.000,0.500,1.000
4458,1.254,3.657,3552.683,451.196,1.293,1.293,1.000,1.828,NaN,5496,700,45.000,1.293,1.464,0.683,0.857
4459,1.671,4.949,649.644,454.428,1.293,1.939,0.857,2.331,NaN,1005,706,56.310,1.293,2.031,0.492,0.800
4460,0.836,3.121,3563.672,454.428,0.646,1.293,1.000,1.445,NaN,5513,703,116.565,0.646,2.000,0.500,1.000
4461,5.432,7.692,3574.014,454.428,2.586,2.586,1.000,3.232,NaN,5529,706,36.870,2.586,1.159,0.863,0.897
4462,0.418,1.828,1808.016,455.074,0.646,0.646,1.000,0.914,NaN,2797,704,135.000,0.646,1.000,1.000,1.000
4463,2.507,5.485,1796.380,457.014,1.939,1.939,1.000,2.331,NaN,2780,707,123.690,1.828,1.291,0.775,0.800
4464,1.254,3.657,1831.286,457.660,1.293,1.293,1.000,1.828,NaN,2833,708,135.000,1.293,1.464,0.683,0.857
4465,2.507,5.485,3552.683,458.953,1.939,1.939,1.000,2.331,NaN,5497,710,123.690,1.828,1.291,0.775,0.800
4466,0.836,2.742,1774.402,459.599,1.293,0.646,1.000,1.445,NaN,2745,711,153.435,0.646,2.000,0.500,1.000
4467,1.671,4.571,1850.679,466.063,1.939,1.293,1.000,2.044,NaN,2863,721,161.565,1.293,1.468,0.681,0.800
4468,5.850,8.071,3539.754,466.063,2.586,2.586,1.000,3.232,NaN,5476,721,126.870,2.586,1.020,0.981,0.933
4469,0.418,1.828,1923.077,466.710,0.646,0.646,1.000,0.914,NaN,2975,722,135.000,0.646,1.000,1.000,1.000
4470,1.254,3.657,1820.944,467.356,1.293,1.293,1.000,1.828,NaN,2817,723,135.000,1.293,1.464,0.683,0.857
4471,0.836,2.742,1840.336,467.356,1.293,0.646,1.000,1.445,NaN,2847,723,153.435,0.646,2.000,0.500,1.000
4472,2.925,5.485,3552.683,467.356,1.939,1.939,1.000,2.742,NaN,5496,723,135.000,1.828,1.596,0.626,0.875
4473,0.418,1.828,1776.341,468.003,0.646,0.646,1.000,0.914,NaN,2748,724,135.000,0.646,1.000,1.000,1.000
4474,1.671,4.949,1859.729,468.003,1.939,1.293,0.857,2.331,NaN,2877,724,146.310,1.293,2.000,0.500,0.800
4475,0.418,1.828,1948.933,468.649,0.646,0.646,1.000,0.914,NaN,3015,725,135.000,0.646,1.000,1.000,1.000
4476,1.671,4.571,1764.706,469.295,1.939,1.293,1.000,2.331,NaN,2730,726,146.310,1.293,2.031,0.492,0.800
4477,3.761,6.399,1868.132,471.235,2.586,1.939,1.000,2.891,NaN,2890,729,153.435,1.939,1.340,0.746,0.857
4478,1.671,3.657,1831.933,471.881,1.293,1.293,1.000,1.828,NaN,2834,730,135.000,1.293,1.000,1.000,1.000
4479,2.089,4.949,1929.541,471.881,1.293,1.939,1.000,2.331,NaN,2985,730,123.690,1.293,1.553,0.644,0.909
4480,2.507,5.485,1751.131,473.174,1.939,1.939,1.000,2.331,NaN,2709,732,123.690,1.828,1.291,0.775,0.800
4481,1.671,3.657,1972.204,473.174,1.293,1.293,1.000,1.828,NaN,3051,732,135.000,1.293,1.000,1.000,1.000
4482,3.343,5.864,1881.060,473.820,1.939,1.939,1.000,2.742,NaN,2910,733,135.000,1.939,1.229,0.814,0.941
4483,4.596,7.692,1893.342,477.699,3.232,1.939,0.976,3.296,NaN,2929,740,168.690,1.939,1.469,0.681,0.846
4484,0.418,1.828,1966.387,480.931,0.646,0.646,1.000,0.914,NaN,3042,744,135.000,0.646,1.000,1.000,1.000
4485,1.254,3.657,1767.938,482.224,1.293,1.293,1.000,1.828,NaN,2735,746,135.000,1.293,1.464,0.683,0.857
4486,3.343,6.778,1905.624,482.224,2.586,1.939,0.914,3.232,NaN,2948,746,143.130,1.828,1.939,0.516,0.842
4487,0.418,1.828,1875.889,484.163,0.646,0.646,1.000,0.914,NaN,2902,749,135.000,0.646,1.000,1.000,1.000
4488,1.254,3.657,1850.679,484.809,1.293,1.293,1.000,1.828,NaN,2863,750,135.000,1.293,1.464,0.683,0.857
4489,2.507,5.485,3554.622,485.456,1.939,1.939,1.000,2.331,NaN,5499,751,123.690,1.828,1.291,0.775,0.800
4490,3.761,6.399,1919.198,486.749,2.586,1.939,1.000,2.891,NaN,2969,753,153.435,1.939,1.340,0.746,0.857
4491,3.761,6.778,1860.375,487.395,2.586,1.939,1.000,3.232,NaN,2878,754,143.130,1.939,1.539,0.650,0.900
4492,2.089,4.571,1939.237,488.041,1.939,1.293,1.000,2.331,NaN,3000,755,146.310,1.293,1.553,0.644,0.909
4493,1.671,3.657,1778.281,488.688,1.293,1.293,1.000,1.828,NaN,2751,756,135.000,1.293,1.000,1.000,1.000
4494,1.254,3.657,1879.121,489.981,1.293,1.293,1.000,1.828,NaN,2907,758,135.000,1.293,1.464,0.683,0.857
4495,0.418,1.828,1838.397,490.627,0.646,0.646,1.000,0.914,NaN,2844,759,135.000,0.646,1.000,1.000,1.000
4496,0.418,1.828,1822.883,491.920,0.646,0.646,1.000,0.914,NaN,2820,761,135.000,0.646,1.000,1.000,1.000
4497,1.671,3.657,1868.132,491.920,1.293,1.293,1.000,1.828,NaN,2890,761,135.000,1.293,1.000,1.000,1.000
4498,0.418,1.828,1900.452,494.505,0.646,0.646,1.000,0.914,NaN,2940,765,135.000,0.646,1.000,1.000,1.000
4499,1.671,3.657,3557.854,498.384,1.293,1.293,1.000,1.828,NaN,5504,771,135.000,1.293,1.000,1.000,1.000
4500,0.418,1.828,1773.109,499.030,0.646,0.646,1.000,0.914,NaN,2743,772,135.000,0.646,1.000,1.000,1.000
4501,0.836,2.742,1931.480,500.970,1.293,0.646,1.000,1.445,NaN,2988,775,153.435,0.646,2.000,0.500,1.000
4502,0.418,1.828,1901.099,502.909,0.646,0.646,1.000,0.914,NaN,2941,778,135.000,0.646,1.000,1.000,1.000
4503,0.418,1.828,1870.071,503.555,0.646,0.646,1.000,0.914,NaN,2893,779,135.000,0.646,1.000,1.000,1.000
4504,0.418,1.828,2008.403,504.202,0.646,0.646,1.000,0.914,NaN,3107,780,135.000,0.646,1.000,1.000,1.000
4505,0.418,1.828,1831.286,508.727,0.646,0.646,1.000,0.914,NaN,2833,787,135.000,0.646,1.000,1.000,1.000
4506,2.089,4.949,1872.010,509.373,1.939,1.293,1.000,2.331,NaN,2896,788,146.310,1.293,1.553,0.644,0.909
4507,2.507,4.949,1862.314,510.019,1.293,1.939,1.000,2.331,NaN,2881,789,123.690,1.293,1.500,0.667,1.000
4508,2.507,4.949,1834.518,513.251,1.939,1.293,1.000,2.331,NaN,2838,794,146.310,1.293,1.500,0.667,1.000
4509,0.418,1.828,1941.823,513.251,0.646,0.646,1.000,0.914,NaN,3004,794,135.000,0.646,1.000,1.000,1.000
4510,0.418,1.828,1521.008,514.544,0.646,0.646,1.000,0.914,NaN,2353,796,135.000,0.646,1.000,1.000,1.000
4511,2.089,4.571,1846.154,515.191,1.939,1.293,1.000,2.331,NaN,2856,797,146.310,1.293,1.553,0.644,0.909
4512,2.089,4.949,1881.060,515.191,1.293,1.939,1.000,2.331,NaN,2910,797,123.690,1.293,1.553,0.644,0.909
4513,0.418,1.828,4634.131,515.837,0.646,0.646,1.000,0.914,NaN,7169,798,135.000,0.646,1.000,1.000,1.000
4514,2.089,4.571,1892.696,518.423,1.939,1.293,1.000,2.331,NaN,2928,802,146.310,1.293,1.553,0.644,0.909
4515,2.089,4.949,1719.457,519.069,1.293,1.939,1.000,2.331,NaN,2660,803,123.690,1.293,1.553,0.644,0.909
4516,4.178,6.778,2039.431,520.362,2.586,1.939,1.000,3.232,NaN,3155,805,143.130,1.939,1.551,0.645,0.909
4517,0.418,1.828,1928.248,524.887,0.646,0.646,1.000,0.914,NaN,2983,812,135.000,0.646,1.000,1.000,1.000
4518,1.254,3.657,1911.441,525.533,1.293,1.293,1.000,1.828,NaN,2957,813,135.000,1.293,1.464,0.683,0.857
4519,9425.002,602.329,4096.315,526.826,161.603,151.261,0.326,200.801,NaN,6341,1031,39.121,68.662,3.296,0.303,0.833
4520,1.254,3.657,1920.491,530.705,1.293,1.293,1.000,1.828,NaN,2971,823,45.000,1.293,1.464,0.683,0.857
4521,0.836,2.742,1999.354,537.815,1.293,0.646,1.000,1.445,NaN,3093,832,153.435,0.646,2.000,0.500,1.000
4522,289.569,72.387,300.582,542.986,20.039,23.917,0.694,26.597,NaN,469,840,115.942,18.740,1.499,0.667,0.848
4523,0.836,2.742,2106.012,552.683,1.293,0.646,1.000,1.445,NaN,3258,855,153.435,0.646,2.000,0.500,1.000
4524,0.418,1.828,1970.911,554.622,0.646,0.646,1.000,0.914,NaN,3049,858,135.000,0.646,1.000,1.000,1.000
4525,4.596,7.692,2123.465,565.611,2.586,2.586,0.976,3.232,NaN,3285,875,126.870,2.285,1.450,0.689,0.846
4526,0.418,1.828,2120.879,574.661,0.646,0.646,1.000,0.914,NaN,3281,889,135.000,0.646,1.000,1.000,1.000
4527,1.254,3.657,2256.626,616.031,1.293,1.293,1.000,1.828,NaN,3491,953,135.000,1.293,1.464,0.683,0.857
4528,35.935,23.676,3593.407,616.031,8.403,6.464,0.806,9.867,NaN,5559,953,148.392,5.928,1.707,0.586,0.873
4529,0.836,3.121,180.349,632.838,0.646,1.293,1.000,1.445,NaN,279,979,116.565,0.646,2.000,0.500,1.000
4530,23.817,18.727,1010.343,641.241,7.111,4.525,0.853,7.566,NaN,1563,994,160.017,4.525,1.656,0.604,0.884
4531,926.789,157.324,1327.085,645.120,40.078,40.078,0.471,53.574,NaN,2053,1004,138.424,34.228,1.552,0.644,0.779
4532,50852.224,1165.230,4106.658,651.584,386.555,193.924,0.471,386.620,NaN,6353,1205,1.054,193.177,2.318,0.431,0.854
4533,1.671,4.571,157.078,665.805,1.939,1.293,1.000,2.044,NaN,243,1031,161.565,1.293,1.468,0.681,0.800
4534,2.925,5.485,2325.145,672.269,1.939,1.939,1.000,2.742,NaN,3597,1040,135.000,1.828,1.596,0.626,0.875
4535,0.836,2.742,155.785,676.147,1.293,0.646,1.000,1.445,NaN,241,1046,153.435,0.646,2.000,0.500,1.000
4536,0.418,1.828,138.332,683.904,0.646,0.646,1.000,0.914,NaN,214,1058,135.000,0.646,1.000,1.000,1.000
4537,2.089,4.949,2292.178,722.689,1.939,1.293,1.000,2.331,NaN,3546,1118,146.310,1.293,1.553,0.644,0.909
4538,1.254,3.657,316.096,727.214,1.293,1.293,1.000,1.828,NaN,489,1125,135.000,1.293,1.464,0.683,0.857
4539,0.418,1.828,99.548,744.021,0.646,0.646,1.000,0.914,NaN,154,1151,135.000,0.646,1.000,1.000,1.000
4540,1.254,3.657,81.448,753.717,1.293,1.293,1.000,1.828,NaN,126,1168,45.000,1.293,1.464,0.683,0.857
4541,0.418,1.828,92.437,753.717,0.646,0.646,1.000,0.914,NaN,143,1166,135.000,0.646,1.000,1.000,1.000
4542,1.254,3.657,67.227,755.656,1.293,1.293,1.000,1.828,NaN,104,1169,135.000,1.293,1.464,0.683,0.857
4543,0.418,1.828,66.580,760.827,0.646,0.646,1.000,0.914,NaN,103,1177,135.000,0.646,1.000,1.000,1.000
4544,0.836,3.657,62.056,763.413,1.293,1.293,0.785,1.828,NaN,96,1181,135.000,0.914,2.646,0.378,0.667
4545,2.925,5.485,74.984,763.413,1.939,1.939,1.000,2.331,NaN,116,1181,123.690,1.939,1.069,0.936,0.875
4546,2.507,4.949,56.884,767.938,1.293,1.939,1.000,2.331,NaN,88,1188,123.690,1.293,1.500,0.667,1.000
4547,1.254,3.657,71.105,778.927,1.293,1.293,1.000,1.828,NaN,110,1205,135.000,1.293,1.464,0.683,0.857
4548,0.836,3.657,57.531,782.159,1.293,1.293,0.785,1.828,NaN,89,1210,135.000,0.914,2.646,0.378,0.667
4549,0.836,3.121,49.774,783.452,0.646,1.293,1.000,1.445,NaN,77,1212,116.565,0.646,2.000,0.500,1.000
4550,1.254,4.414,71.105,783.452,0.646,1.939,0.809,2.044,NaN,110,1212,108.435,0.646,3.000,0.333,1.000
4551,1.671,3.657,63.995,786.684,1.293,1.293,1.000,1.828,NaN,99,1217,135.000,1.293,1.000,1.000,1.000
4552,7.939,10.434,3912.734,792.502,3.232,3.878,0.916,5.049,NaN,6053,1226,129.806,2.742,1.926,0.519,0.844
4553,0.836,2.742,60.763,795.734,1.293,0.646,1.000,1.445,NaN,94,1231,153.435,0.646,2.000,0.500,1.000
4554,3930.288,370.736,580.478,797.673,71.105,93.730,0.359,94.531,NaN,934,1366,63.610,66.261,1.429,0.700,0.811
4555,8.775,11.192,3917.906,797.673,3.232,3.878,0.880,5.049,NaN,6061,1234,129.806,2.862,1.916,0.522,0.857
4556,3266.326,231.631,3851.325,798.319,67.873,67.227,0.765,72.666,NaN,5979,1328,54.048,64.336,1.069,0.935,0.933
4557,34.681,25.505,4092.437,798.319,7.111,9.050,0.670,9.696,NaN,6333,1236,126.870,6.071,1.929,0.518,0.787
4558,0.418,1.828,53.006,800.905,0.646,0.646,1.000,0.914,NaN,82,1239,135.000,0.646,1.000,1.000,1.000
4559,1.671,4.571,1188.752,800.905,1.939,1.293,1.000,2.331,NaN,1839,1239,146.310,1.293,2.031,0.492,0.800
4560,0.418,1.828,1181.642,805.430,0.646,0.646,1.000,0.914,NaN,1828,1246,135.000,0.646,1.000,1.000,1.000
4561,0.418,1.828,24.564,814.480,0.646,0.646,1.000,0.914,NaN,38,1260,135.000,0.646,1.000,1.000,1.000
4562,367.289,106.720,893.988,814.480,34.260,22.624,0.405,34.648,NaN,1383,1280,8.584,19.953,1.896,0.527,0.720
4563,0.418,1.828,12.928,818.358,0.646,0.646,1.000,0.914,NaN,20,1266,135.000,0.646,1.000,1.000,1.000
4564,1.671,3.657,50.420,825.469,1.293,1.293,1.000,1.828,NaN,78,1277,135.000,1.293,1.000,1.000,1.000
4565,2.089,5.485,16.160,830.640,1.939,1.939,0.873,2.044,NaN,26,1285,108.435,1.828,1.000,1.000,0.714
4566,0.418,1.828,12.928,840.336,0.646,0.646,1.000,0.914,NaN,20,1300,135.000,0.646,1.000,1.000,1.000
4567,2.089,4.571,1210.730,840.983,1.939,1.293,1.000,2.331,NaN,1873,1301,146.310,1.293,1.553,0.644,0.909
4568,2.507,4.949,9.050,860.375,1.939,1.293,1.000,2.331,NaN,14,1331,146.310,1.293,1.500,0.667,1.000
4569,0.836,3.121,3292.825,860.375,0.646,1.293,1.000,1.445,NaN,5094,1331,116.565,0.646,2.000,0.500,1.000
4570,2.089,4.949,3937.298,860.375,1.939,1.293,1.000,2.331,NaN,6091,1331,146.310,1.293,1.553,0.644,0.909
4571,458.798,87.549,3294.118,862.314,29.735,25.210,0.752,30.573,NaN,5096,1348,166.551,21.934,1.258,0.795,0.903
4572,0.418,1.828,3855.204,864.900,0.646,0.646,1.000,0.914,NaN,5964,1338,135.000,0.646,1.000,1.000,1.000
4573,0.418,1.828,3866.193,865.546,0.646,0.646,1.000,0.914,NaN,5981,1339,135.000,0.646,1.000,1.000,1.000
4574,5379.806,343.614,4171.946,865.546,95.023,104.719,0.573,117.862,NaN,6492,1501,60.060,66.868,1.563,0.640,0.874
4575,0.418,1.828,3872.010,866.839,0.646,0.646,1.000,0.914,NaN,5990,1341,135.000,0.646,1.000,1.000,1.000
4576,854.501,169.716,3398.836,868.132,56.884,26.503,0.373,58.076,NaN,5260,1380,16.821,25.925,2.346,0.426,0.724
4577,3.761,6.778,3326.438,869.425,2.586,1.939,1.000,2.891,NaN,5146,1346,153.435,1.939,1.536,0.651,0.857
4578,7.939,9.899,3858.436,869.425,3.878,2.586,1.000,4.088,NaN,5969,1345,161.565,2.586,1.396,0.717,0.905
4579,5.014,7.692,3894.635,871.364,2.586,2.586,1.000,3.232,NaN,6025,1348,143.130,2.586,1.135,0.881,0.857
4580,1.254,3.657,3330.317,872.657,1.293,1.293,1.000,1.828,NaN,5152,1350,135.000,1.293,1.464,0.683,0.857
4581,1.671,4.571,3878.474,873.950,1.939,1.293,1.000,2.044,NaN,6000,1353,161.565,1.293,1.468,0.681,0.800
4582,3.343,6.399,3864.253,875.889,2.586,1.939,1.000,2.891,NaN,5978,1356,153.435,1.939,1.605,0.623,0.800
4583,245.695,66.302,3975.436,876.535,16.160,24.564,0.702,25.759,NaN,6158,1394,72.474,15.143,1.781,0.561,0.897
4584,5.014,8.071,3288.946,877.182,3.232,1.939,0.967,3.481,NaN,5088,1358,158.199,1.939,1.579,0.633,0.889
4585,7.939,9.520,3906.270,877.182,3.232,3.232,1.000,3.769,NaN,6043,1361,30.964,3.200,1.161,0.861,0.884
4586,3.343,5.864,3893.988,880.414,1.939,1.939,1.000,2.742,NaN,6024,1362,135.000,1.939,1.229,0.814,0.941
4587,21.728,21.848,2956.690,882.999,8.403,4.525,0.572,9.003,NaN,4574,1368,158.962,3.989,2.712,0.369,0.722
4588,7.939,15.227,4525.533,885.585,5.171,4.525,0.430,6.871,NaN,7001,1377,41.186,2.891,2.992,0.334,0.576
4589,1.671,3.657,2953.458,886.878,1.293,1.293,1.000,1.828,NaN,4569,1372,135.000,1.293,1.000,1.000,1.000
4590,4.178,7.156,2942.469,890.756,2.586,1.939,1.000,2.891,NaN,4552,1379,153.435,1.939,1.236,0.809,0.909
4591,143.322,79.987,4514.544,891.403,16.807,20.685,0.282,23.018,NaN,6988,1383,128.157,13.983,1.823,0.549,0.573
4592,6.686,8.985,2963.154,894.635,3.232,2.586,1.000,3.769,NaN,4584,1385,149.036,2.586,1.314,0.761,0.914
4593,1328.342,154.294,2927.602,895.928,44.602,48.481,0.701,51.882,NaN,4541,1457,59.281,37.440,1.317,0.759,0.899
4594,12.118,13.020,3435.036,903.685,3.878,4.525,0.898,5.561,NaN,5314,1405,54.462,3.657,1.572,0.636,0.866
4595,7.521,9.520,2978.668,925.016,3.232,3.232,1.000,3.769,NaN,4609,1431,120.964,3.180,1.220,0.819,0.857
4596,28075.693,693.508,4268.261,937.944,181.642,230.123,0.734,230.301,NaN,6767,1451,92.252,179.139,1.255,0.797,0.952
