 ,Area,Perim.,BX,BY,Width,Height,Circ.,Feret,Skew,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,3.343,6.778,2107.951,9.696,1.939,2.586,0.914,3.232,NaN,3261,19,53.130,1.828,1.939,0.516,0.842
2,4.178,8.071,2143.504,11.635,1.939,3.232,0.806,3.296,NaN,3317,18,101.310,1.939,1.577,0.634,0.800
3,113.237,50.095,132.515,12.928,18.746,12.282,0.567,20.287,NaN,205,38,22.479,8.341,2.749,0.364,0.847
4,0.836,3.121,770.524,20.039,0.646,1.293,1.000,1.445,NaN,1192,31,116.565,0.646,2.000,0.500,1.000
5,0.418,1.828,769.231,21.978,0.646,0.646,1.000,0.914,NaN,1190,34,135.000,0.646,1.000,1.000,1.000
6,9.611,11.192,1634.777,23.271,3.232,3.878,0.964,4.336,NaN,2531,36,116.565,3.232,1.333,0.750,0.902
7,10.028,12.485,1677.440,25.210,2.586,5.171,0.809,5.523,NaN,2596,47,69.444,2.586,2.137,0.468,0.873
8,1.671,4.949,1655.462,25.856,1.293,1.939,0.857,2.331,NaN,2561,40,123.690,1.293,2.000,0.500,0.800
9,2.089,4.949,3372.334,25.856,1.293,1.939,1.000,2.331,NaN,5217,43,56.310,1.293,1.553,0.644,0.909
10,10.446,14.156,763.413,26.503,2.586,5.818,0.655,6.366,NaN,1181,50,66.038,2.586,2.712,0.369,0.862
11,41.367,24.434,3646.412,26.503,9.050,5.818,0.871,10.118,NaN,5641,42,153.435,5.818,1.658,0.603,0.947
12,0.418,1.828,1618.617,31.674,0.646,0.646,1.000,0.914,NaN,2504,49,135.000,0.646,1.000,1.000,1.000
13,14.625,14.692,2034.260,36.846,5.171,3.878,0.851,6.098,NaN,3147,62,32.005,3.841,1.756,0.569,0.864
14,3.343,7.692,3380.090,40.078,2.586,2.586,0.710,3.657,NaN,5229,66,45.000,1.828,2.429,0.412,0.762
15,0.418,1.828,3669.037,47.835,0.646,0.646,1.000,0.914,NaN,5676,74,135.000,0.646,1.000,1.000,1.000
16,2.089,4.949,3971.558,49.774,1.293,1.939,1.000,2.331,NaN,6144,80,56.310,1.293,1.553,0.644,0.909
17,0.836,3.121,3680.026,53.006,0.646,1.293,1.000,1.445,NaN,5693,82,116.565,0.646,2.000,0.500,1.000
18,143.740,59.681,3855.850,53.652,15.514,20.685,0.507,23.423,NaN,5968,115,62.021,11.173,2.514,0.398,0.760
19,1.254,3.657,1627.666,58.824,1.293,1.293,1.000,1.828,NaN,2518,91,135.000,1.293,1.464,0.683,0.857
20,1.254,3.657,3325.792,58.824,1.293,1.293,1.000,1.828,NaN,5145,93,45.000,1.293,1.464,0.683,0.857
21,2.925,5.485,3237.233,60.763,1.939,1.939,1.000,2.742,NaN,5008,97,45.000,1.828,1.596,0.626,0.875
22,4.178,7.156,1654.169,63.995,1.939,2.586,1.000,2.891,NaN,2559,99,116.565,1.939,1.236,0.809,0.909
23,2.507,4.949,3974.790,69.166,1.939,1.293,1.000,2.331,NaN,6149,107,146.310,1.293,1.500,0.667,1.000
24,2.507,4.949,1661.280,70.459,1.293,1.939,1.000,2.331,NaN,2570,109,123.690,1.293,1.500,0.667,1.000
25,295.837,65.766,3284.421,73.045,21.332,18.746,0.860,22.615,NaN,5083,120,149.036,18.746,1.122,0.891,0.936
26,63.095,32.504,349.063,76.923,9.696,10.343,0.750,12.831,NaN,540,119,139.086,7.757,1.751,0.571,0.870
27,0.836,2.742,2237.880,78.862,1.293,0.646,1.000,1.445,NaN,3462,122,153.435,0.646,2.000,0.500,1.000
28,1.671,4.949,1713.639,81.448,1.293,1.939,0.857,2.044,NaN,2652,126,108.435,1.293,1.468,0.681,0.800
29,5.432,8.071,1663.866,84.034,2.586,2.586,1.000,3.232,NaN,2574,130,126.870,2.586,1.148,0.871,0.897
30,3.343,6.778,3983.193,104.072,1.939,2.586,0.914,2.665,NaN,6163,161,104.036,1.939,1.195,0.837,0.800
31,3.761,6.778,1708.468,106.012,1.939,2.586,1.000,2.891,NaN,2644,164,116.565,1.939,1.536,0.651,0.857
32,0.418,1.828,4330.963,108.597,0.646,0.646,1.000,0.914,NaN,6700,168,135.000,0.646,1.000,1.000,1.000
33,0.418,1.828,3048.481,109.890,0.646,0.646,1.000,0.914,NaN,4716,170,135.000,0.646,1.000,1.000,1.000
34,0.836,2.742,3332.256,109.890,1.293,0.646,1.000,1.445,NaN,5155,170,153.435,0.646,2.000,0.500,1.000
35,5.432,7.692,1661.926,111.183,2.586,2.586,1.000,3.232,NaN,2571,172,126.870,2.586,1.159,0.863,0.897
36,0.836,3.121,723.982,116.354,0.646,1.293,1.000,1.445,NaN,1120,180,116.565,0.646,2.000,0.500,1.000
37,16.296,19.041,2523.594,116.354,7.111,5.818,0.565,8.792,NaN,3904,180,143.973,3.227,3.429,0.292,0.743
38,5.432,7.692,1725.275,117.647,2.586,2.586,1.000,3.232,NaN,2669,186,36.870,2.586,1.159,0.863,0.897
39,3.761,7.156,3361.345,117.647,1.939,2.586,0.923,2.891,NaN,5200,182,116.565,1.939,1.343,0.745,0.857
40,4.596,7.692,1712.346,118.293,2.586,2.586,0.976,2.891,NaN,2651,183,116.565,2.586,1.035,0.966,0.846
41,3.761,6.778,1805.430,119.586,1.939,2.586,1.000,3.232,NaN,2793,189,53.130,1.939,1.817,0.550,0.857
42,4.178,7.313,4311.571,122.172,2.586,2.586,0.982,2.891,NaN,6671,189,116.565,2.285,1.241,0.806,0.800
43,1.254,3.657,1524.887,122.818,1.293,1.293,1.000,1.828,NaN,2359,192,45.000,1.293,1.464,0.683,0.857
44,1.671,4.949,1756.303,130.575,1.293,1.939,0.857,2.331,NaN,2717,205,56.310,1.293,2.000,0.500,0.800
45,0.418,1.828,3089.851,131.868,0.646,0.646,1.000,0.914,NaN,4780,204,135.000,0.646,1.000,1.000,1.000
46,4.178,8.071,1723.335,132.515,1.939,3.232,0.806,3.481,NaN,2666,210,68.199,1.939,1.690,0.592,0.833
47,0.418,1.828,3932.773,135.747,0.646,0.646,1.000,0.914,NaN,6084,210,135.000,0.646,1.000,1.000,1.000
48,7.939,11.192,1744.667,136.393,2.586,4.525,0.796,4.706,NaN,2700,218,74.055,2.586,1.944,0.514,0.826
49,3.761,6.242,4010.343,138.332,1.939,1.939,1.000,2.742,NaN,6204,214,135.000,1.939,1.000,1.000,1.000
50,0.836,3.121,1797.027,150.614,0.646,1.293,1.000,1.445,NaN,2780,233,116.565,0.646,2.000,0.500,1.000
51,2.925,5.864,4216.548,151.907,1.939,1.939,1.000,2.331,NaN,6523,235,123.690,1.939,1.069,0.936,0.875
52,0.418,1.828,1794.441,153.846,0.646,0.646,1.000,0.914,NaN,2776,238,135.000,0.646,1.000,1.000,1.000
53,4.178,7.156,4197.156,157.078,2.586,1.939,1.000,2.891,NaN,6493,244,153.435,1.939,1.236,0.809,0.909
54,7.939,10.278,4250.162,157.078,2.586,3.878,0.944,4.336,NaN,6575,243,116.565,2.586,1.628,0.614,0.905
55,4.178,7.313,4175.178,159.017,2.586,2.586,0.982,2.891,NaN,6459,249,26.565,2.285,1.241,0.806,0.800
56,2.089,4.949,1771.816,160.957,1.293,1.939,1.000,2.331,NaN,2741,249,123.690,1.293,1.553,0.644,0.909
57,0.836,2.742,3081.448,160.957,1.293,0.646,1.000,1.445,NaN,4767,249,153.435,0.646,2.000,0.500,1.000
58,2.507,6.778,1682.612,161.603,1.939,2.586,0.686,2.665,NaN,2604,250,104.036,1.735,1.675,0.597,0.667
59,1.254,3.657,3144.796,162.896,1.293,1.293,1.000,1.828,NaN,4865,254,45.000,1.293,1.464,0.683,0.857
60,30.085,22.762,3158.371,165.482,7.757,6.464,0.730,8.428,NaN,4886,266,32.471,6.114,1.394,0.717,0.818
61,38.860,25.191,355.527,166.128,5.171,9.696,0.770,10.221,NaN,552,272,71.565,5.171,2.023,0.494,0.894
62,7.521,9.899,4059.470,168.714,2.586,3.878,0.965,4.336,NaN,6281,267,63.435,2.586,1.564,0.639,0.878
63,7.939,9.899,1762.120,171.946,3.232,3.232,1.000,4.139,NaN,2726,270,38.660,3.180,1.336,0.749,0.884
64,4.596,7.313,4105.365,175.824,2.586,2.586,1.000,2.891,NaN,6352,272,116.565,2.586,1.139,0.878,0.815
65,2.507,6.242,1757.595,176.471,1.293,2.586,0.809,2.891,NaN,2719,277,63.435,1.293,2.237,0.447,0.857
66,0.418,1.828,1822.883,177.117,0.646,0.646,1.000,0.914,NaN,2820,274,135.000,0.646,1.000,1.000,1.000
67,5.432,7.692,2379.444,180.349,2.586,2.586,1.000,3.232,NaN,3681,283,36.870,2.586,1.159,0.863,0.897
68,2.507,5.485,4131.222,180.349,1.939,1.939,1.000,2.331,NaN,6392,279,123.690,1.828,1.291,0.775,0.800
69,2.089,4.949,4130.575,188.106,1.293,1.939,1.000,2.331,NaN,6390,291,123.690,1.293,1.553,0.644,0.909
70,5.014,7.692,1817.712,188.752,2.586,2.586,1.000,3.232,NaN,2812,295,36.870,2.586,1.281,0.781,0.857
71,7.103,9.899,1729.800,189.399,2.586,3.878,0.911,4.088,NaN,2677,299,71.565,2.586,1.526,0.655,0.850
72,0.836,3.121,4049.774,190.045,0.646,1.293,1.000,1.445,NaN,6265,294,116.565,0.646,2.000,0.500,1.000
73,1.254,3.657,2427.279,194.570,1.293,1.293,1.000,1.828,NaN,3755,303,45.000,1.293,1.464,0.683,0.857
74,29.249,19.262,811.894,196.509,5.171,7.111,0.991,7.370,NaN,1259,315,74.745,5.171,1.290,0.775,0.927
75,5.850,8.606,2406.593,197.802,2.586,3.232,0.993,3.481,NaN,3724,306,111.801,2.586,1.264,0.791,0.848
76,1.671,3.657,2431.803,200.388,1.293,1.293,1.000,1.828,NaN,3762,310,135.000,1.293,1.000,1.000,1.000
77,1.254,3.657,1859.082,201.681,1.293,1.293,1.000,1.828,NaN,2876,312,135.000,1.293,1.464,0.683,0.857
78,4.178,7.156,2413.704,204.266,1.939,2.586,1.000,2.891,NaN,3735,316,116.565,1.939,1.236,0.809,0.909
79,9.193,11.349,1709.761,204.913,3.878,3.878,0.897,4.336,NaN,2645,321,26.565,3.200,1.342,0.745,0.830
80,5.850,9.899,2300.582,208.791,2.586,3.878,0.750,4.088,NaN,3560,329,71.565,2.453,1.816,0.551,0.778
81,7.939,9.899,1828.054,212.670,3.878,2.586,1.000,4.336,NaN,2828,329,153.435,2.586,1.548,0.646,0.905
82,0.418,1.828,2441.500,219.134,0.646,0.646,1.000,0.914,NaN,3777,339,135.000,0.646,1.000,1.000,1.000
83,1.254,3.657,1778.927,219.780,1.293,1.293,1.000,1.828,NaN,2752,342,45.000,1.293,1.464,0.683,0.857
84,3.343,5.864,2449.903,221.073,1.939,1.939,1.000,2.742,NaN,3790,342,135.000,1.939,1.229,0.814,0.941
85,5.432,8.071,1721.396,226.891,2.586,2.586,1.000,3.232,NaN,2663,352,143.130,2.586,1.148,0.871,0.897
86,1.671,4.949,3716.871,226.891,1.293,1.939,0.857,2.044,NaN,5750,351,108.435,1.293,1.468,0.681,0.800
87,2.507,4.949,1804.783,230.769,1.293,1.939,1.000,2.331,NaN,2792,357,123.690,1.293,1.500,0.667,1.000
88,79.809,40.418,347.123,231.416,10.343,14.221,0.614,16.682,NaN,537,379,54.462,8.585,2.344,0.427,0.818
89,0.418,1.828,2528.765,232.062,0.646,0.646,1.000,0.914,NaN,3912,359,135.000,0.646,1.000,1.000,1.000
90,1.254,3.657,1765.352,236.587,1.293,1.293,1.000,1.828,NaN,2731,366,135.000,1.293,1.464,0.683,0.857
91,3.343,5.864,2498.384,236.587,1.939,1.939,1.000,2.742,NaN,3865,366,135.000,1.939,1.229,0.814,0.941
92,15.043,14.692,612.153,237.880,3.232,5.818,0.876,6.132,NaN,949,368,108.435,3.232,1.788,0.559,0.911
93,0.418,1.828,2330.317,239.819,0.646,0.646,1.000,0.914,NaN,3605,371,135.000,0.646,1.000,1.000,1.000
94,2.925,5.864,1840.336,240.465,1.939,1.939,1.000,2.742,NaN,2847,375,45.000,1.939,1.380,0.725,0.875
95,3.343,6.778,2512.605,241.758,1.939,2.586,0.914,2.665,NaN,3888,374,104.036,1.939,1.195,0.837,0.800
96,1.254,3.657,3259.211,242.405,1.293,1.293,1.000,1.828,NaN,5042,375,135.000,1.293,1.464,0.683,0.857
97,3.343,5.864,1816.419,243.697,1.939,1.939,1.000,2.742,NaN,2810,380,45.000,1.939,1.229,0.814,0.941
98,0.418,1.828,2501.616,244.990,0.646,0.646,1.000,0.914,NaN,3870,379,135.000,0.646,1.000,1.000,1.000
99,0.418,1.828,2521.655,246.930,0.646,0.646,1.000,0.914,NaN,3901,382,135.000,0.646,1.000,1.000,1.000
100,3.761,7.156,2339.367,249.515,1.939,2.586,0.923,3.232,NaN,3619,386,126.870,1.939,1.539,0.650,0.900
101,7.521,9.899,2486.749,249.515,3.878,2.586,0.965,4.336,NaN,3847,386,153.435,2.586,1.516,0.659,0.878
102,3.343,5.864,2526.826,250.162,1.939,1.939,1.000,2.742,NaN,3909,387,135.000,1.939,1.229,0.814,0.941
103,4.178,6.778,2555.268,250.162,2.586,1.939,1.000,3.232,NaN,3953,387,143.130,1.939,1.551,0.645,0.909
104,3.761,7.313,1712.346,252.101,2.586,2.586,0.884,2.891,NaN,2650,390,116.565,2.285,1.390,0.720,0.750
105,3.761,6.778,2500.970,255.333,1.939,2.586,1.000,2.891,NaN,3870,395,116.565,1.939,1.340,0.746,0.857
106,2.089,4.949,2573.368,255.333,1.939,1.293,1.000,2.331,NaN,3981,397,33.690,1.293,1.553,0.644,0.909
107,3.343,5.864,1776.341,259.211,1.939,1.939,1.000,2.742,NaN,2748,404,45.000,1.939,1.229,0.814,0.941
108,0.418,1.828,3146.089,259.858,0.646,0.646,1.000,0.914,NaN,4867,402,135.000,0.646,1.000,1.000,1.000
109,3.761,6.778,2555.915,260.504,1.939,2.586,1.000,2.891,NaN,3955,403,116.565,1.939,1.340,0.746,0.857
110,0.418,1.828,2510.666,261.151,0.646,0.646,1.000,0.914,NaN,3884,404,135.000,0.646,1.000,1.000,1.000
111,1.671,4.571,2473.820,266.322,1.939,1.293,1.000,2.331,NaN,3827,414,33.690,1.293,2.031,0.492,0.800
112,7.939,10.434,1861.021,266.968,3.878,3.232,0.916,4.088,NaN,2879,417,18.435,3.232,1.223,0.818,0.809
113,68.527,41.868,795.087,269.554,10.343,14.867,0.491,16.212,NaN,1236,417,113.499,7.415,2.847,0.351,0.713
114,3.761,6.242,2498.384,270.200,1.939,1.939,1.000,2.742,NaN,3865,418,135.000,1.939,1.000,1.000,1.000
115,0.418,1.828,2577.246,272.140,0.646,0.646,1.000,0.914,NaN,3987,421,135.000,0.646,1.000,1.000,1.000
116,1.254,3.657,2329.670,273.432,1.293,1.293,1.000,1.828,NaN,3604,423,135.000,1.293,1.464,0.683,0.857
117,6.686,9.899,2347.123,273.432,3.878,2.586,0.857,4.336,NaN,3631,423,153.435,2.586,1.864,0.536,0.800
118,4.596,7.313,1719.457,274.079,2.586,2.586,1.000,2.891,NaN,2661,424,116.565,2.586,1.139,0.878,0.815
119,0.836,2.742,1798.966,274.725,1.293,0.646,1.000,1.445,NaN,2783,425,153.435,0.646,2.000,0.500,1.000
120,8.775,9.899,1943.762,278.604,3.232,3.232,1.000,3.769,NaN,3008,431,120.964,3.232,1.000,1.000,0.913
121,1.671,3.657,1868.778,279.250,1.293,1.293,1.000,1.828,NaN,2891,432,135.000,1.293,1.000,1.000,1.000
122,0.418,1.828,1730.446,283.129,0.646,0.646,1.000,0.914,NaN,2677,438,135.000,0.646,1.000,1.000,1.000
123,2.089,4.949,1864.253,285.714,1.293,1.939,1.000,2.331,NaN,2884,445,56.310,1.293,1.553,0.644,0.909
124,0.418,1.828,2239.173,289.593,0.646,0.646,1.000,0.914,NaN,3464,448,135.000,0.646,1.000,1.000,1.000
125,618.417,118.918,470.588,292.178,38.138,31.674,0.550,43.237,NaN,728,459,148.449,23.557,2.049,0.488,0.806
126,1.671,3.657,4027.149,293.471,1.293,1.293,1.000,1.828,NaN,6230,454,135.000,1.293,1.000,1.000,1.000
127,5.014,7.535,1760.827,295.410,2.586,1.939,1.000,3.232,NaN,2724,457,143.130,1.939,1.333,0.750,1.000
128,0.418,1.828,2038.138,295.410,0.646,0.646,1.000,0.914,NaN,3153,457,135.000,0.646,1.000,1.000,1.000
129,4.178,6.778,1839.690,298.643,1.939,2.586,1.000,3.232,NaN,2846,466,53.130,1.939,1.551,0.645,0.909
130,4.178,6.778,1722.043,299.935,2.586,1.939,1.000,2.891,NaN,2664,464,153.435,1.939,1.327,0.753,0.909
131,6.268,8.606,1833.872,299.935,2.586,3.232,1.000,3.481,NaN,2838,464,111.801,2.586,1.127,0.887,0.857
132,7.103,9.142,1937.944,299.935,3.232,3.232,1.000,3.481,NaN,2999,464,111.801,3.200,1.044,0.957,0.850
133,1.671,4.949,1888.817,300.582,1.293,1.939,0.857,2.331,NaN,2922,465,123.690,1.293,2.000,0.500,0.800
134,0.836,3.121,1945.701,301.228,0.646,1.293,1.000,1.445,NaN,3010,466,116.565,0.646,2.000,0.500,1.000
135,1.254,4.035,3354.234,303.814,1.939,0.646,0.967,2.044,NaN,5189,470,161.565,0.646,3.000,0.333,1.000
136,5.850,8.606,1950.873,304.460,3.232,2.586,0.993,3.769,NaN,3018,474,30.964,2.586,1.601,0.625,0.848
137,0.418,1.828,1785.391,305.753,0.646,0.646,1.000,0.914,NaN,2762,473,135.000,0.646,1.000,1.000,1.000
138,0.418,1.828,1617.970,307.046,0.646,0.646,1.000,0.914,NaN,2503,475,135.000,0.646,1.000,1.000,1.000
139,1.254,3.657,3961.862,307.692,1.293,1.293,1.000,1.828,NaN,6129,478,45.000,1.293,1.464,0.683,0.857
140,2.925,6.778,1888.171,308.339,1.939,2.586,0.800,3.232,NaN,2921,481,53.130,1.828,2.041,0.490,0.778
141,0.418,1.828,1930.834,308.339,0.646,0.646,1.000,0.914,NaN,2987,477,135.000,0.646,1.000,1.000,1.000
142,0.836,3.121,2040.078,308.339,0.646,1.293,1.000,1.445,NaN,3156,477,116.565,0.646,2.000,0.500,1.000
143,5.850,8.606,1859.729,308.985,2.586,3.232,0.993,3.481,NaN,2878,478,111.801,2.586,1.264,0.791,0.848
144,10.864,12.106,1791.855,312.864,4.525,3.232,0.932,4.706,NaN,2772,486,164.055,3.232,1.263,0.791,0.867
145,4.596,7.156,1870.071,316.096,1.939,2.586,1.000,3.232,NaN,2893,489,126.870,1.939,1.372,0.729,0.957
146,2.507,4.949,641.888,317.388,1.293,1.939,1.000,2.331,NaN,993,491,123.690,1.293,1.500,0.667,1.000
147,5.432,8.071,1934.066,322.560,2.586,2.586,1.000,3.657,NaN,2992,503,45.000,2.586,1.370,0.730,0.929
148,0.418,1.828,3941.176,323.206,0.646,0.646,1.000,0.914,NaN,6097,500,135.000,0.646,1.000,1.000,1.000
149,5.850,9.742,1928.248,325.792,1.939,3.878,0.775,4.336,NaN,2983,510,63.435,1.939,2.111,0.474,0.903
150,6.268,8.606,1943.116,326.438,2.586,3.232,1.000,3.481,NaN,3007,505,111.801,2.586,1.127,0.887,0.857
151,0.418,1.828,2669.037,327.731,0.646,0.646,1.000,0.914,NaN,4129,507,135.000,0.646,1.000,1.000,1.000
152,2.089,4.949,2000.000,329.024,1.293,1.939,1.000,2.331,NaN,3094,512,56.310,1.293,1.553,0.644,0.909
153,0.418,1.828,3722.689,329.024,0.646,0.646,1.000,0.914,NaN,5759,509,135.000,0.646,1.000,1.000,1.000
154,0.836,2.742,2678.087,332.902,1.293,0.646,1.000,1.445,NaN,4143,515,153.435,0.646,2.000,0.500,1.000
155,69.363,33.575,4143.504,333.549,12.928,8.403,0.773,14.177,NaN,6410,518,155.772,7.158,2.073,0.482,0.907
156,9.193,11.349,2007.757,334.842,3.878,3.878,0.897,5.049,NaN,3106,518,129.806,2.742,1.956,0.511,0.846
157,1571.530,161.045,3182.935,338.074,51.713,43.310,0.761,53.136,NaN,4936,589,36.591,39.367,1.308,0.765,0.933
158,0.836,3.121,2014.221,340.659,0.646,1.293,1.000,1.445,NaN,3116,527,116.565,0.646,2.000,0.500,1.000
159,7.103,10.278,2018.100,340.659,2.586,3.878,0.845,4.661,NaN,3122,533,56.310,2.453,2.127,0.470,0.850
160,7.103,9.142,2210.730,344.538,3.232,3.232,1.000,3.769,NaN,3420,537,30.964,2.742,1.385,0.722,0.850
161,1.671,4.949,1907.563,347.123,1.293,1.939,0.857,2.331,NaN,2951,540,56.310,1.293,2.000,0.500,0.800
162,0.418,1.828,1998.061,348.416,0.646,0.646,1.000,0.914,NaN,3091,539,135.000,0.646,1.000,1.000,1.000
163,7.521,10.656,2020.685,349.709,2.586,3.878,0.832,4.336,NaN,3126,547,63.435,2.586,1.439,0.695,0.878
164,5.850,8.985,1990.950,352.295,2.586,3.232,0.911,3.769,NaN,3080,550,59.036,2.586,1.489,0.671,0.824
165,8.357,11.570,2095.669,354.880,2.586,4.525,0.784,4.923,NaN,3242,549,113.199,2.535,2.196,0.455,0.833
166,0.836,3.121,3645.766,358.759,0.646,1.293,1.000,1.445,NaN,5640,555,116.565,0.646,2.000,0.500,1.000
167,10.864,11.727,2030.381,361.991,3.232,4.525,0.993,4.706,NaN,3142,567,74.055,3.232,1.258,0.795,0.881
168,305.865,78.537,795.734,365.223,18.746,26.503,0.623,27.280,NaN,1246,606,76.293,18.393,1.369,0.730,0.850
169,3.343,5.864,1579.186,372.334,1.939,1.939,1.000,2.742,NaN,2443,576,135.000,1.939,1.229,0.814,0.941
170,2.507,6.242,2093.083,373.626,1.293,2.586,0.809,2.665,NaN,3238,578,104.036,1.293,1.809,0.553,0.857
171,4.596,7.692,1587.589,376.212,2.586,2.586,0.976,3.657,NaN,2456,586,45.000,2.285,1.851,0.540,0.846
172,6.268,8.606,2234.001,376.858,3.232,2.586,1.000,3.481,NaN,3456,586,21.801,2.586,1.127,0.887,0.857
173,6.686,8.985,2043.956,378.151,2.586,3.232,1.000,3.769,NaN,3163,585,120.964,2.586,1.392,0.718,0.889
174,0.418,1.828,3846.154,380.090,0.646,0.646,1.000,0.914,NaN,5950,588,135.000,0.646,1.000,1.000,1.000
175,6.268,8.985,1575.953,382.030,2.586,3.232,0.976,3.769,NaN,2439,596,59.036,2.586,1.530,0.654,0.857
176,3.343,6.778,2186.813,382.030,1.939,2.586,0.914,3.232,NaN,3383,595,53.130,1.828,1.939,0.516,0.842
177,7.521,10.278,2094.376,382.676,3.878,2.586,0.895,4.139,NaN,3240,592,141.340,2.586,1.580,0.633,0.857
178,118.251,52.302,68.520,383.969,14.221,15.514,0.543,16.212,NaN,109,618,66.501,14.163,1.243,0.805,0.756
179,206.417,89.913,3948.287,385.908,23.917,18.746,0.321,27.668,NaN,6110,598,142.595,18.208,1.371,0.729,0.601
180,0.418,1.828,627.666,386.555,0.646,0.646,1.000,0.914,NaN,971,598,135.000,0.646,1.000,1.000,1.000
181,0.418,1.828,2822.237,389.140,0.646,0.646,1.000,0.914,NaN,4366,602,135.000,0.646,1.000,1.000,1.000
182,4.178,7.313,2207.498,390.433,2.586,2.586,0.982,2.891,NaN,3416,604,116.565,2.285,1.241,0.806,0.800
183,3.761,6.778,2219.134,390.433,2.586,1.939,1.000,2.891,NaN,3433,605,153.435,1.939,1.340,0.746,0.857
184,6.686,9.363,2058.177,391.726,2.586,3.232,0.958,3.769,NaN,3184,606,120.964,2.586,1.233,0.811,0.914
185,1.671,3.657,1773.109,393.665,1.293,1.293,1.000,1.828,NaN,2743,609,135.000,1.293,1.000,1.000,1.000
186,0.418,1.828,3884.292,395.604,0.646,0.646,1.000,0.914,NaN,6009,612,135.000,0.646,1.000,1.000,1.000
187,0.418,1.828,2160.957,398.190,0.646,0.646,1.000,0.914,NaN,3343,616,135.000,0.646,1.000,1.000,1.000
188,0.418,1.828,2089.205,400.776,0.646,0.646,1.000,0.914,NaN,3232,620,135.000,0.646,1.000,1.000,1.000
189,7.939,10.434,2186.167,400.776,3.878,3.232,0.916,4.088,NaN,3382,622,161.565,3.200,1.190,0.840,0.826
190,5.850,9.363,2167.421,404.008,3.878,1.939,0.838,4.336,NaN,3353,625,153.435,1.939,2.111,0.474,0.903
191,3.343,6.242,1447.964,404.654,1.293,2.586,1.000,2.891,NaN,2240,626,116.565,1.293,2.000,0.500,1.000
192,3.343,6.778,1608.920,405.301,1.939,2.586,0.914,2.665,NaN,2490,627,104.036,1.939,1.195,0.837,0.800
193,7.939,9.520,2206.206,405.947,3.232,3.232,1.000,3.769,NaN,3413,632,30.964,3.200,1.161,0.861,0.884
194,3.343,5.864,2028.442,409.179,1.939,1.939,1.000,2.742,NaN,3138,636,45.000,1.939,1.229,0.814,0.941
195,7.103,9.520,1462.831,413.704,3.232,3.232,0.985,3.769,NaN,2264,645,59.036,3.180,1.238,0.808,0.829
196,2.089,4.949,1488.688,416.290,1.939,1.293,1.000,2.331,NaN,2303,644,146.310,1.293,1.553,0.644,0.909
197,0.836,3.121,2157.725,419.522,0.646,1.293,1.000,1.445,NaN,3338,649,116.565,0.646,2.000,0.500,1.000
198,1.254,3.657,1985.133,423.400,1.293,1.293,1.000,1.828,NaN,3071,657,45.000,1.293,1.464,0.683,0.857
199,3.761,6.778,2233.355,424.047,2.586,1.939,1.000,2.891,NaN,3455,657,153.435,1.939,1.340,0.746,0.857
200,2.925,5.864,1475.760,426.632,1.939,1.939,1.000,2.331,NaN,2284,660,123.690,1.939,1.069,0.936,0.875
201,1.671,3.657,1493.213,427.279,1.293,1.293,1.000,1.828,NaN,2310,661,135.000,1.293,1.000,1.000,1.000
202,5.014,7.313,1700.065,429.864,2.586,2.586,1.000,2.891,NaN,2631,665,116.565,2.586,1.000,1.000,0.857
203,5.850,9.899,2092.437,429.864,3.878,2.586,0.750,4.336,NaN,3237,666,153.435,2.453,2.069,0.483,0.757
204,7.103,9.899,2139.625,429.864,3.878,2.586,0.911,4.088,NaN,3310,666,161.565,2.586,1.553,0.644,0.850
205,0.836,2.742,3877.828,430.511,1.293,0.646,1.000,1.445,NaN,5999,666,153.435,0.646,2.000,0.500,1.000
206,1.254,3.657,3884.292,431.157,1.293,1.293,1.000,1.828,NaN,6009,667,135.000,1.293,1.464,0.683,0.857
207,0.836,2.742,1755.010,433.096,1.293,0.646,1.000,1.445,NaN,2715,670,153.435,0.646,2.000,0.500,1.000
208,6.268,8.985,2369.748,435.036,3.232,2.586,0.976,3.769,NaN,3666,674,149.036,2.586,1.392,0.718,0.882
209,0.836,2.742,3911.441,436.975,1.293,0.646,1.000,1.445,NaN,6051,676,153.435,0.646,2.000,0.500,1.000
210,6.268,9.520,2297.350,437.621,3.878,2.586,0.869,4.336,NaN,3554,678,153.435,2.586,1.802,0.555,0.811
211,3.761,6.778,1563.672,444.732,2.586,1.939,1.000,2.891,NaN,2419,689,153.435,1.939,1.340,0.746,0.857
212,5.850,8.071,2236.587,446.025,2.586,2.586,1.000,3.657,NaN,3460,690,135.000,2.586,1.319,0.758,0.933
213,2.925,5.864,2363.930,447.964,1.939,1.939,1.000,2.331,NaN,3658,693,123.690,1.939,1.069,0.936,0.875
214,0.418,1.828,3269.554,447.964,0.646,0.646,1.000,0.914,NaN,5058,693,135.000,0.646,1.000,1.000,1.000
215,3.761,6.242,2403.361,453.135,1.939,1.939,1.000,2.742,NaN,3718,701,135.000,1.939,1.000,1.000,1.000
216,6.268,8.449,2237.233,453.782,2.586,2.586,1.000,3.657,NaN,3461,706,45.000,2.586,1.137,0.880,0.968
217,5.432,8.071,2258.565,456.367,2.586,2.586,1.000,3.232,NaN,3494,706,143.130,2.586,1.093,0.915,0.897
218,11.282,13.020,603.749,457.660,5.171,3.232,0.836,5.523,NaN,934,713,20.556,3.232,1.617,0.619,0.844
