 ,Area,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
8890,3.758,7.788,1672.816,1626.449,2.286,2.612,0.779,1.141,0.876,0.839
8891,4.132,7.652,761.959,1628.735,2.286,2.449,0.887,1.165,0.858,0.906
8892,11.968,17.788,1119.510,1629.388,5.714,5.551,0.475,3.030,0.330,0.768
8893,1.226,4.212,1246.694,1631.347,1.469,1.306,0.868,1.551,0.645,0.860
8894,0.027,0.462,1630.204,1636.245,0.163,0.163,1.000,1.000,1.000,1.000
8895,0.027,0.462,1630.857,1637.061,0.163,0.163,1.000,1.000,1.000,1.000
8896,0.560,2.827,1741.388,1637.224,1.143,0.653,0.880,1.936,0.517,0.875
8897,0.267,1.943,1285.224,1637.388,0.653,0.653,0.887,1.643,0.608,0.800
8898,0.027,0.462,1598.367,1638.857,0.163,0.163,1.000,1.000,1.000,1.000
8899,97.293,80.952,1417.796,1639.020,16.490,13.551,0.187,1.919,0.521,0.652
8900,1.839,4.905,1406.531,1643.918,1.633,1.633,0.961,1.041,0.960,0.890
8901,61.015,63.609,1433.306,1644.408,10.939,14.204,0.189,1.809,0.553,0.605
8902,50.779,43.150,851.918,1648.816,10.776,16.327,0.343,3.541,0.282,0.726
8903,24.416,19.995,1563.592,1651.102,5.388,6.857,0.767,1.560,0.641,0.914
8904,0.880,4.459,1100.898,1654.857,0.980,1.633,0.556,1.923,0.520,0.742
8905,0.027,0.462,1370.776,1664.980,0.163,0.163,1.000,1.000,1.000,1.000
8906,0.053,0.693,1632.490,1668.082,0.327,0.163,1.000,2.000,0.500,1.000
8907,24.230,21.492,1133.224,1670.694,5.224,6.694,0.659,1.523,0.656,0.863
8908,0.160,1.385,1601.469,1671.020,0.490,0.490,1.000,1.291,0.775,0.800
8909,0.373,2.174,1664.816,1675.265,0.816,0.653,0.993,1.471,0.680,0.848
8910,212.125,84.296,1125.388,1678.531,18.776,21.388,0.375,1.024,0.977,0.783
8911,0.160,1.616,1614.694,1678.857,0.653,0.490,0.769,2.810,0.356,0.750
8912,0.453,2.500,1604.735,1682.612,0.653,0.980,0.911,1.553,0.644,0.850
8913,0.426,2.596,1282.122,1683.755,1.143,0.490,0.795,2.457,0.407,0.889
8914,0.133,1.250,1648.980,1686.204,0.327,0.490,1.000,1.553,0.644,0.909
8915,0.320,2.269,1364.245,1686.694,0.653,0.816,0.781,1.449,0.690,0.774
8916,0.293,2.731,1079.673,1687.184,0.816,0.980,0.494,1.995,0.501,0.579
8917,24.443,25.147,922.122,1688.163,8.653,6.367,0.486,1.984,0.504,0.709
8918,0.267,2.174,793.796,1688.653,0.653,0.816,0.709,1.420,0.704,0.714
8919,0.320,1.943,1607.020,1690.286,0.653,0.653,1.000,1.281,0.780,0.857
8920,0.666,2.962,1454.857,1692.408,0.980,0.980,0.954,1.155,0.865,0.847
8921,0.213,1.712,1266.939,1692.735,0.490,0.653,0.914,1.554,0.644,0.800
8922,0.027,0.462,1457.306,1693.061,0.163,0.163,1.000,1.000,1.000,1.000
8923,0.693,3.193,1460.245,1695.510,1.306,0.816,0.854,2.010,0.497,0.839
8924,0.027,0.462,1498.939,1698.939,0.163,0.163,1.000,1.000,1.000,1.000
8925,417.453,102.507,1098.939,1699.265,28.571,29.061,0.499,1.443,0.693,0.816
8926,3.012,6.633,711.347,1699.755,2.286,1.796,0.860,1.273,0.785,0.897
8927,0.800,3.153,1314.776,1703.184,0.980,0.980,1.000,1.107,0.904,0.909
8928,1.200,4.077,1633.633,1704.000,1.143,1.469,0.907,1.532,0.653,0.874
8929,3.092,6.537,720.000,1705.143,2.122,1.959,0.909,1.266,0.790,0.903
8930,1240.896,180.446,1627.429,1705.796,51.755,35.265,0.479,1.479,0.676,0.882
8931,0.986,3.519,1313.633,1707.265,0.980,1.306,1.000,1.256,0.796,0.892
8932,1.040,4.403,1332.571,1707.429,0.980,1.796,0.674,1.728,0.579,0.812
8933,0.426,2.500,1650.449,1707.592,0.816,0.816,0.857,1.244,0.804,0.780
8934,38.757,36.262,786.776,1708.571,13.224,9.306,0.370,4.961,0.202,0.737
8935,0.053,0.788,1632.000,1709.388,0.163,0.327,1.000,2.000,0.500,1.000
8936,0.027,0.462,1691.592,1709.388,0.163,0.163,1.000,1.000,1.000,1.000
8937,0.027,0.462,1268.082,1711.510,0.163,0.163,1.000,1.000,1.000,1.000
8938,0.506,2.405,1372.408,1711.673,0.816,0.816,1.000,1.380,0.725,0.884
8939,0.613,2.827,1464.653,1711.673,0.980,0.816,0.964,1.307,0.765,0.885
8940,2.026,5.980,1467.592,1712.816,2.449,1.306,0.712,2.539,0.394,0.864
8941,1.439,4.539,596.898,1712.980,1.633,1.306,0.878,1.376,0.727,0.864
8942,1.493,4.730,719.673,1714.612,1.306,1.633,0.838,1.561,0.641,0.875
8943,0.027,0.462,1471.510,1714.612,0.163,0.163,1.000,1.000,1.000,1.000
8944,491.049,114.242,1285.714,1715.265,31.347,26.286,0.473,1.505,0.665,0.817
8945,0.027,0.462,1296.653,1715.429,0.163,0.163,1.000,1.000,1.000,1.000
8946,0.160,1.250,1533.714,1716.245,0.327,0.490,1.000,1.500,0.667,1.000
8947,0.240,1.577,1522.286,1717.061,0.490,0.490,1.000,1.000,1.000,1.000
8948,0.960,4.268,1475.102,1717.224,1.796,0.816,0.662,2.694,0.371,0.867
8949,0.506,2.500,1478.694,1718.531,0.816,0.816,1.000,1.391,0.719,0.884
8950,1.066,3.846,1481.796,1720.163,1.469,0.980,0.906,1.700,0.588,0.889
8951,0.320,1.847,1518.694,1720.816,0.653,0.653,1.000,1.000,1.000,0.857
8952,0.613,2.731,1484.735,1721.633,0.980,0.816,1.000,1.314,0.761,0.885
8953,0.213,1.616,1607.020,1721.959,0.653,0.490,1.000,1.195,0.837,0.800
8954,0.107,1.154,1526.531,1722.122,0.490,0.327,1.000,1.468,0.681,0.800
8955,6.397,11.920,1526.857,1722.286,3.918,3.102,0.566,1.489,0.672,0.759
8956,8.130,12.287,1489.469,1723.755,4.735,2.939,0.677,2.415,0.414,0.904
8957,0.080,0.924,1537.306,1724.245,0.327,0.327,1.000,1.464,0.683,0.857
8958,0.906,3.424,983.510,1724.571,1.143,1.143,0.972,1.164,0.859,0.872
8959,2.746,5.980,830.857,1725.714,1.796,1.959,0.965,1.115,0.897,0.916
8960,0.347,1.943,1608.490,1727.020,0.653,0.653,1.000,1.159,0.863,0.897
8961,0.880,3.249,1537.796,1727.837,0.980,0.980,1.000,1.071,0.934,0.957
8962,0.027,0.462,1499.592,1728.653,0.163,0.163,1.000,1.000,1.000,1.000
8963,0.560,2.596,1528.327,1728.816,0.816,0.816,1.000,1.400,0.714,0.933
8964,0.160,1.481,1541.714,1728.980,0.490,0.490,0.916,1.124,0.890,0.800
8965,0.506,2.500,1518.531,1729.633,0.816,0.816,1.000,1.344,0.744,0.884
8966,1.599,5.056,1343.673,1730.122,1.796,1.306,0.786,1.661,0.602,0.882
8967,1.439,4.308,1540.898,1730.122,1.306,1.469,0.975,1.219,0.821,0.893
8968,0.347,2.038,1520.980,1730.612,0.490,0.816,1.000,1.622,0.617,0.929
8969,2.399,5.749,1682.122,1730.776,1.959,1.633,0.912,1.141,0.877,0.914
8970,2.079,5.327,1397.714,1731.102,1.796,1.633,0.921,1.100,0.909,0.881
8971,0.453,2.405,1544.327,1731.429,0.816,0.816,0.985,1.039,0.962,0.829
8972,2.052,5.558,1112.980,1731.592,1.796,1.796,0.835,1.120,0.893,0.860
8973,0.826,3.249,1549.388,1731.592,0.980,0.980,0.984,1.098,0.911,0.925
8974,0.480,2.405,1610.449,1731.592,0.816,0.816,1.000,1.130,0.885,0.857
8975,0.267,1.808,1534.367,1731.918,0.490,0.653,1.000,1.236,0.809,0.909
8976,0.240,1.712,1518.367,1732.082,0.490,0.653,1.000,1.536,0.651,0.857
8977,0.347,1.943,1703.510,1732.571,0.653,0.653,1.000,1.159,0.863,0.897
8978,2.052,5.327,827.102,1733.224,1.796,1.633,0.909,1.105,0.905,0.875
8979,5.145,9.133,1317.061,1733.224,2.612,3.102,0.775,1.821,0.549,0.879
8980,0.053,0.693,1270.204,1733.388,0.327,0.163,1.000,2.000,0.500,1.000
8981,0.960,3.750,1551.673,1733.714,1.469,0.980,0.857,1.768,0.566,0.837
8982,0.480,2.500,1546.776,1734.041,0.653,0.980,0.965,1.245,0.803,0.857
8983,62.001,55.211,1263.347,1734.531,19.592,7.020,0.256,3.873,0.258,0.696
8984,7.250,11.554,1532.735,1734.694,3.918,2.939,0.682,1.424,0.702,0.845
8985,0.267,1.808,1547.918,1735.673,0.490,0.653,1.000,1.236,0.809,0.909
8986,0.133,1.250,1620.245,1735.673,0.327,0.490,1.000,1.553,0.644,0.909
8987,0.960,4.172,1346.776,1735.837,1.143,1.469,0.693,2.446,0.409,0.809
8988,0.027,0.462,1279.347,1736.327,0.163,0.163,1.000,1.000,1.000,1.000
8989,0.240,1.577,1538.776,1736.327,0.490,0.490,1.000,1.000,1.000,1.000
8990,0.773,3.519,1515.592,1736.490,1.469,0.816,0.784,2.119,0.472,0.841
8991,1.253,4.077,1555.592,1736.653,1.306,1.306,0.947,1.068,0.936,0.887
8992,0.773,2.962,1540.898,1736.816,0.980,0.980,1.000,1.076,0.929,0.906
8993,0.267,1.808,1688.000,1737.143,0.653,0.490,1.000,1.236,0.809,0.909
8994,0.053,0.693,1548.735,1737.306,0.327,0.163,1.000,2.000,0.500,1.000
8995,0.746,3.058,1553.306,1737.469,0.980,0.980,1.000,1.144,0.874,0.889
8996,0.027,0.462,1621.551,1737.633,0.163,0.163,1.000,1.000,1.000,1.000
8997,22.071,21.756,1348.082,1737.796,8.327,3.755,0.586,2.319,0.431,0.909
8998,0.240,1.577,1544.490,1738.449,0.490,0.490,1.000,1.000,1.000,1.000
8999,1.013,3.711,1521.469,1738.939,1.306,0.980,0.924,1.637,0.611,0.905
9000,0.293,1.943,1555.429,1738.939,0.653,0.653,0.976,1.035,0.966,0.846
9001,0.053,0.788,1546.776,1739.102,0.163,0.327,1.000,2.000,0.500,1.000
9002,0.586,2.596,1551.184,1739.429,0.816,0.816,1.000,1.101,0.908,0.936
9003,0.506,2.405,1558.204,1739.592,0.816,0.816,1.000,1.161,0.861,0.884
9004,0.213,1.481,1548.571,1740.245,0.490,0.490,1.000,1.229,0.814,0.941
9005,0.080,0.924,1527.673,1740.408,0.327,0.327,1.000,1.464,0.683,0.857
9006,0.347,2.038,1530.286,1740.408,0.653,0.653,1.000,1.148,0.871,0.897
9007,0.426,2.269,1533.224,1740.408,0.816,0.653,1.000,1.150,0.869,0.889
9008,0.400,2.365,1556.082,1740.571,0.980,0.490,0.898,1.775,0.563,0.909
9009,0.107,1.250,1154.939,564.082,0.490,0.327,0.857,2.000,0.500,0.800
9010,2.452,6.020,612.898,568.816,1.959,1.959,0.850,1.120,0.893,0.836
9011,2.212,5.479,898.122,570.612,1.633,1.633,0.926,1.114,0.898,0.922
9012,0.027,0.462,1149.388,570.776,0.163,0.163,1.000,1.000,1.000,1.000
9013,2.452,6.211,1467.429,571.429,1.959,1.959,0.799,1.147,0.872,0.829
9014,2.159,5.789,1183.510,571.918,1.796,1.959,0.810,1.154,0.867,0.848
9015,0.107,1.712,1170.122,575.837,0.490,0.653,0.457,3.850,0.260,0.571
9016,0.027,0.462,1170.939,577.469,0.163,0.163,1.000,1.000,1.000,1.000
9017,0.027,0.462,1169.469,577.959,0.163,0.163,1.000,1.000,1.000,1.000
9018,0.027,0.462,1170.776,577.959,0.163,0.163,1.000,1.000,1.000,1.000
9019,3.732,7.230,744.327,635.918,2.286,2.286,0.897,1.109,0.901,0.900
9020,3.599,7.230,1029.224,637.714,2.286,2.286,0.865,1.033,0.968,0.879
9021,3.758,7.326,1598.857,638.694,2.449,2.122,0.880,1.119,0.894,0.892
9022,3.678,6.999,1314.776,639.347,2.286,2.122,0.944,1.101,0.908,0.914
9023,160.440,58.368,1626.612,719.837,17.306,15.020,0.592,1.433,0.698,0.893
9024,0.027,0.462,994.449,726.531,0.163,0.163,1.000,1.000,1.000,1.000
9025,0.027,0.462,1563.755,727.837,0.163,0.163,1.000,1.000,1.000,1.000
9026,0.027,0.462,1280.000,728.163,0.163,0.163,1.000,1.000,1.000,1.000
9027,0.586,3.058,695.510,732.735,0.980,0.980,0.788,1.463,0.683,0.786
9028,0.720,3.328,980.571,734.204,1.143,1.143,0.817,1.480,0.676,0.771
9029,0.773,3.289,1550.204,735.184,0.980,1.143,0.898,1.215,0.823,0.866
9030,0.613,2.866,1265.959,736.000,0.980,0.980,0.938,1.289,0.776,0.807
9031,97.986,63.791,1428.898,761.959,11.102,21.551,0.303,2.594,0.385,0.620
9032,3.892,7.557,756.571,775.510,2.286,2.449,0.856,1.122,0.891,0.888
9033,3.998,7.382,1041.633,777.143,2.122,2.286,0.922,1.090,0.918,0.932
9034,3.998,7.421,1611.265,778.122,2.122,2.449,0.912,1.065,0.939,0.915
9035,3.892,7.557,1327.020,778.776,2.286,2.449,0.856,1.127,0.888,0.885
9036,184.483,70.226,1561.469,789.388,23.673,16.980,0.470,1.974,0.507,0.784
9037,0.027,0.462,788.571,835.592,0.163,0.163,1.000,1.000,1.000,1.000
9038,0.027,0.462,788.735,835.918,0.163,0.163,1.000,1.000,1.000,1.000
9039,0.107,1.154,1073.633,837.388,0.490,0.327,1.000,2.031,0.492,0.800
9040,0.213,2.365,1643.265,838.204,0.653,0.816,0.479,1.404,0.712,0.571
9041,0.160,2.174,1359.020,838.857,0.653,0.816,0.425,4.319,0.232,0.571
9042,20.818,40.326,1282.612,844.408,4.898,13.878,0.161,3.345,0.299,0.509
9043,1.333,4.308,591.837,859.755,1.469,1.306,0.903,1.171,0.854,0.855
9044,1.973,5.327,821.878,880.163,1.633,1.796,0.874,1.076,0.930,0.860
9045,1.786,5.136,1106.776,881.633,1.796,1.633,0.851,1.019,0.981,0.832
9046,2.079,5.423,1676.571,882.612,1.796,1.633,0.889,1.120,0.893,0.876
9047,1.893,5.327,1392.327,883.265,1.796,1.633,0.838,1.034,0.967,0.840
9048,0.027,0.462,1455.673,890.612,0.163,0.163,1.000,1.000,1.000,1.000
9049,0.160,1.903,1483.918,891.429,0.327,0.816,0.555,3.254,0.307,0.750
9050,1.146,4.499,1482.286,891.755,1.469,1.306,0.712,1.708,0.586,0.782
9051,0.053,0.693,1175.837,894.041,0.327,0.163,1.000,2.000,0.500,1.000
9052,0.400,3.249,1684.898,896.653,1.469,0.490,0.476,3.652,0.274,0.714
9053,0.027,0.462,886.694,900.735,0.163,0.163,1.000,1.000,1.000,1.000
9054,0.107,1.481,885.878,900.898,0.653,0.327,0.611,3.093,0.323,0.667
9055,0.267,2.038,1459.429,902.041,0.816,0.490,0.806,2.338,0.428,0.800
9056,0.187,1.616,1473.306,902.367,0.653,0.490,0.898,1.668,0.600,0.778
9057,0.400,2.827,1455.510,909.551,0.980,0.816,0.629,2.078,0.481,0.698
9058,0.027,0.462,1479.020,911.184,0.163,0.163,1.000,1.000,1.000,1.000
9059,0.107,1.250,1479.184,911.510,0.490,0.327,0.857,2.000,0.500,0.800
9060,3.785,7.095,1596.082,917.224,2.286,2.122,0.945,1.140,0.877,0.922
9061,0.027,0.462,1497.306,918.041,0.163,0.163,1.000,1.000,1.000,1.000
9062,0.027,0.462,1497.633,918.204,0.163,0.163,1.000,1.000,1.000,1.000
9063,0.347,2.365,1502.041,918.367,0.980,0.490,0.779,1.694,0.590,0.867
9064,3.439,6.999,1313.469,918.857,2.286,2.122,0.882,1.035,0.967,0.893
9065,3.705,6.999,1030.857,920.490,2.286,2.122,0.950,1.080,0.926,0.921
9066,0.080,1.019,1507.918,921.306,0.490,0.163,0.967,3.000,0.333,1.000
9067,0.027,0.462,1513.796,921.469,0.163,0.163,1.000,1.000,1.000,1.000
9068,0.027,0.462,1493.224,921.633,0.163,0.163,1.000,1.000,1.000,1.000
9069,4.025,7.421,745.959,921.959,2.449,2.122,0.918,1.161,0.862,0.912
9070,0.187,1.481,1488.980,922.612,0.653,0.327,1.000,1.936,0.517,0.933
9071,0.053,0.693,1474.612,926.041,0.327,0.163,1.000,2.000,0.500,1.000
9072,0.053,0.924,1529.306,927.510,0.327,0.327,0.785,2.646,0.378,0.667
9073,0.027,0.462,1531.755,928.327,0.163,0.163,1.000,1.000,1.000,1.000
9074,0.053,0.924,1532.082,928.490,0.327,0.327,0.785,2.646,0.378,0.667
9075,0.027,0.462,1129.633,931.755,0.163,0.163,1.000,1.000,1.000,1.000
9076,0.187,1.712,1531.265,932.898,0.653,0.490,0.800,2.211,0.452,0.778
9077,0.107,1.250,1689.143,935.673,0.490,0.327,0.857,2.000,0.500,0.800
9078,0.027,0.462,1532.082,936.327,0.163,0.163,1.000,1.000,1.000,1.000
9079,0.400,2.500,1464.327,937.959,0.980,0.653,0.804,1.936,0.517,0.789
9080,5000.450,312.907,1288.163,942.367,81.796,93.878,0.642,1.341,0.746,0.956
9081,0.133,1.481,1508.571,942.531,0.653,0.327,0.764,2.188,0.457,0.769
9082,2.985,8.401,1441.306,945.633,1.633,3.429,0.532,2.600,0.385,0.789
9083,45.848,31.915,1442.939,946.776,7.184,11.592,0.566,2.464,0.406,0.898
9084,0.027,0.462,1332.082,947.918,0.163,0.163,1.000,1.000,1.000,1.000
9085,0.373,2.405,1475.918,954.122,0.980,0.653,0.811,1.592,0.628,0.778
9086,0.160,2.134,1541.551,961.796,0.980,0.327,0.441,4.833,0.207,0.667
9087,0.053,0.693,1536.000,962.776,0.327,0.163,1.000,2.000,0.500,1.000
9088,2137.190,201.867,567.347,967.347,55.347,64.163,0.659,1.373,0.728,0.920
9089,0.053,0.693,1357.061,968.653,0.327,0.163,1.000,2.000,0.500,1.000
9090,0.160,1.712,1489.469,972.082,0.653,0.490,0.686,2.153,0.464,0.667
9091,0.240,2.174,1541.224,976.490,0.816,0.653,0.638,2.453,0.408,0.667
9092,0.800,4.539,1698.449,976.980,1.796,1.143,0.488,2.528,0.396,0.706
9093,64.293,39.934,834.286,977.469,9.143,13.224,0.507,2.286,0.438,0.806
9094,0.080,1.019,1707.592,977.796,0.490,0.163,0.967,3.000,0.333,1.000
9095,0.080,0.924,651.918,980.571,0.327,0.327,1.000,1.464,0.683,0.857
9096,0.027,0.462,1294.694,997.061,0.163,0.163,1.000,1.000,1.000,1.000
9097,21.298,23.372,1737.633,997.224,4.245,8.653,0.490,2.623,0.381,0.778
9098,0.133,1.250,1711.020,1000.000,0.490,0.327,1.000,1.553,0.644,0.909
9099,0.053,0.693,1488.980,1000.327,0.327,0.163,1.000,2.000,0.500,1.000
9100,0.240,1.808,1537.469,1003.429,0.653,0.490,0.923,1.539,0.650,0.900
9101,0.053,0.693,1533.878,1003.918,0.327,0.163,1.000,2.000,0.500,1.000
9102,0.027,0.462,1541.878,1005.224,0.163,0.163,1.000,1.000,1.000,1.000
9103,0.053,0.693,1561.143,1006.204,0.327,0.163,1.000,2.000,0.500,1.000
9104,0.107,0.924,1712.490,1007.184,0.327,0.327,1.000,1.000,1.000,1.000
9105,0.080,0.924,1278.367,1007.510,0.327,0.327,1.000,1.464,0.683,0.857
9106,0.027,0.462,1278.694,1008.000,0.163,0.163,1.000,1.000,1.000,1.000
9107,0.027,0.462,1709.224,1008.163,0.163,0.163,1.000,1.000,1.000,1.000
9108,0.906,3.615,1547.265,1013.714,1.143,1.143,0.871,1.300,0.769,0.829
9109,0.960,3.902,1264.653,1015.347,0.980,1.306,0.792,1.283,0.780,0.857
9110,0.666,2.962,982.041,1017.143,0.980,0.980,0.954,1.314,0.761,0.847
9111,0.400,2.731,1361.306,1017.959,1.143,0.653,0.674,2.689,0.372,0.750
9112,0.693,3.289,697.143,1018.449,0.980,1.143,0.805,1.254,0.798,0.800
9113,0.187,1.385,1717.878,1022.531,0.490,0.490,1.000,1.596,0.626,0.875
9114,0.027,0.462,1314.612,1030.204,0.163,0.163,1.000,1.000,1.000,1.000
9115,0.027,0.462,1318.694,1031.184,0.163,0.163,1.000,1.000,1.000,1.000
9116,0.027,0.462,1319.020,1031.673,0.163,0.163,1.000,1.000,1.000,1.000
9117,0.267,1.808,1541.878,1034.286,0.653,0.490,1.000,1.236,0.809,0.909
9118,0.027,0.462,1331.102,1036.571,0.163,0.163,1.000,1.000,1.000,1.000
9119,0.107,1.154,1531.265,1037.388,0.490,0.327,1.000,2.000,0.500,0.800
9120,0.426,2.500,1547.592,1042.449,0.980,0.653,0.857,1.961,0.510,0.842
9121,6.904,9.691,1719.510,1050.286,3.265,2.776,0.924,1.156,0.865,0.933
9122,0.027,0.462,1551.347,1052.082,0.163,0.163,1.000,1.000,1.000,1.000
9123,0.027,0.462,1551.837,1052.408,0.163,0.163,1.000,1.000,1.000,1.000
9124,0.267,2.038,1735.837,1053.224,0.490,0.816,0.806,1.577,0.634,0.800
9125,0.213,1.712,1714.776,1054.694,0.490,0.653,0.914,1.195,0.837,0.800
9126,0.053,0.924,1556.735,1056.000,0.327,0.327,0.785,2.646,0.378,0.667
9127,0.720,3.289,1716.571,1056.000,1.306,0.816,0.836,1.647,0.607,0.831
9128,3.812,7.326,1608.327,1056.653,2.122,2.449,0.893,1.111,0.900,0.905
9129,3.838,7.382,1325.714,1058.286,2.122,2.286,0.885,1.091,0.917,0.926
9130,3.892,7.326,1043.102,1059.918,2.122,2.449,0.911,1.063,0.941,0.910
9131,3.972,7.421,758.204,1061.388,2.122,2.449,0.906,1.122,0.891,0.906
9132,0.240,1.712,1570.449,1062.367,0.490,0.653,1.000,1.340,0.746,0.857
9133,0.826,3.384,1538.449,1091.429,1.143,0.980,0.907,1.499,0.667,0.861
9134,1.386,4.539,1540.408,1100.571,1.796,1.143,0.846,1.719,0.582,0.860
9135,0.053,0.693,1520.653,1102.531,0.327,0.163,1.000,2.000,0.500,1.000
9136,0.107,1.154,1535.184,1102.857,0.490,0.327,1.000,1.468,0.681,0.800
9137,0.053,0.693,1503.837,1109.388,0.327,0.163,1.000,2.000,0.500,1.000
9138,0.293,1.808,1535.347,1112.327,0.653,0.490,1.000,1.372,0.729,0.957
9139,30.121,26.014,1278.694,1112.816,7.020,8.816,0.559,2.588,0.386,0.855
9140,0.826,3.193,1538.449,1114.449,0.980,1.143,1.000,1.518,0.659,0.899
9141,0.027,0.462,1640.327,1116.735,0.163,0.163,1.000,1.000,1.000,1.000
9142,0.080,1.019,1640.490,1117.061,0.490,0.163,0.967,3.000,0.333,1.000
9143,0.213,1.847,1357.551,1118.367,0.653,0.653,0.785,1.000,1.000,0.667
9144,0.080,0.924,1520.816,1119.184,0.327,0.327,1.000,1.464,0.683,0.857
9145,0.187,1.712,1075.102,1120.000,0.490,0.653,0.800,1.668,0.600,0.778
9146,0.027,0.462,1528.490,1120.653,0.163,0.163,1.000,1.000,1.000,1.000
9147,0.160,1.385,1537.796,1121.143,0.490,0.490,1.000,1.809,0.553,0.800
9148,0.160,1.808,790.204,1121.633,0.653,0.490,0.615,1.327,0.753,0.667
9149,0.293,1.943,1536.816,1122.939,0.653,0.653,0.976,1.147,0.871,0.815
9150,0.027,0.462,1549.061,1124.408,0.163,0.163,1.000,1.000,1.000,1.000
9151,0.027,0.462,1539.755,1125.714,0.163,0.163,1.000,1.000,1.000,1.000
9152,0.506,2.596,1500.245,1127.020,0.816,0.816,0.944,1.260,0.794,0.864
9153,0.053,0.693,1594.776,1127.020,0.327,0.163,1.000,2.000,0.500,1.000
9154,0.773,3.058,1529.959,1127.347,0.980,0.980,1.000,1.161,0.861,0.906
9155,0.133,1.154,1484.571,1127.510,0.490,0.327,1.000,1.553,0.644,0.909
9156,0.187,1.481,1550.694,1127.510,0.490,0.490,1.000,1.069,0.936,0.875
9157,0.666,2.962,1542.041,1128.653,0.980,0.980,0.954,1.299,0.770,0.847
9158,0.267,1.943,1466.122,1129.306,0.653,0.653,0.887,1.327,0.754,0.800
9159,0.320,2.038,1620.898,1129.469,0.490,0.816,0.967,1.579,0.633,0.889
9160,0.533,2.596,1532.571,1129.959,0.980,0.653,0.994,1.371,0.730,0.909
9161,0.027,0.462,1684.571,1130.449,0.163,0.163,1.000,1.000,1.000,1.000
9162,0.213,1.481,1704.653,1130.939,0.490,0.490,1.000,1.229,0.814,0.941
9163,1.359,4.539,1516.408,1131.918,1.143,1.796,0.829,1.531,0.653,0.843
9164,0.053,0.693,1460.898,1132.735,0.327,0.163,1.000,2.000,0.500,1.000
9165,0.080,1.154,1614.204,1132.898,0.490,0.327,0.754,2.702,0.370,0.667
9166,0.320,2.134,1466.776,1134.204,0.490,0.816,0.883,1.679,0.596,0.923
9167,1.253,4.077,1545.306,1136.000,1.469,1.143,0.947,1.322,0.756,0.904
9168,0.426,2.269,1538.122,1136.327,0.653,0.816,1.000,1.292,0.774,0.889
9169,0.027,0.462,1430.694,1137.796,0.163,0.163,1.000,1.000,1.000,1.000
9170,0.027,0.462,1567.673,1137.796,0.163,0.163,1.000,1.000,1.000,1.000
9171,2.639,6.076,1472.327,1139.265,1.959,1.796,0.898,1.129,0.886,0.900
9172,0.160,1.616,1387.429,1139.918,0.653,0.490,0.769,2.391,0.418,0.706
9173,0.080,0.924,1693.878,1141.224,0.327,0.327,1.000,1.464,0.683,0.857
9174,0.053,0.788,986.449,1142.204,0.163,0.327,1.000,2.000,0.500,1.000
9175,0.027,0.462,1657.959,1142.204,0.163,0.163,1.000,1.000,1.000,1.000
9176,0.080,1.250,1441.469,1142.531,0.327,0.490,0.643,2.702,0.370,0.667
9177,0.267,1.808,1711.510,1143.020,0.490,0.653,1.000,1.236,0.809,0.909
9178,0.107,0.924,1456.816,1143.184,0.327,0.327,1.000,1.000,1.000,1.000
9179,0.826,3.289,1396.408,1143.347,1.306,0.816,0.960,1.602,0.624,0.886
9180,2.426,6.633,1405.061,1143.673,2.449,1.633,0.693,2.174,0.460,0.850
9181,0.080,0.924,1666.776,1144.000,0.327,0.327,1.000,1.464,0.683,0.857
9182,1.066,3.615,732.082,1144.653,1.306,0.980,1.000,1.279,0.782,0.930
9183,0.027,0.462,1471.673,1144.980,0.163,0.163,1.000,1.000,1.000,1.000
9184,1.439,4.539,593.306,1145.469,1.469,1.469,0.878,1.172,0.853,0.844
9185,0.320,1.943,1472.327,1145.469,0.653,0.653,1.000,1.218,0.821,0.889
9186,0.267,1.847,1457.959,1146.122,0.653,0.653,0.982,1.165,0.858,0.769
9187,0.187,1.481,1505.633,1146.122,0.490,0.490,1.000,1.069,0.936,0.875
9188,0.453,2.309,1675.918,1146.286,0.816,0.816,1.000,1.120,0.893,0.829
9189,0.053,0.693,1492.898,1147.102,0.327,0.163,1.000,2.000,0.500,1.000
9190,0.160,1.250,1503.510,1148.082,0.490,0.327,1.000,1.500,0.667,1.000
9191,1.466,4.539,1496.816,1148.571,1.469,1.469,0.894,1.218,0.821,0.873
9192,0.533,2.500,1450.939,1152.000,0.816,0.816,1.000,1.038,0.963,0.909
9193,0.293,1.808,1740.408,1152.327,0.653,0.490,1.000,1.372,0.729,0.957
9194,0.053,0.788,1473.796,1153.143,0.163,0.327,1.000,2.000,0.500,1.000
9195,0.267,1.943,983.184,1153.633,0.653,0.653,0.887,1.491,0.670,0.800
9196,1.573,4.499,1512.327,1153.959,1.469,1.306,0.976,1.339,0.747,0.929
9197,0.027,0.462,1471.184,1154.776,0.163,0.163,1.000,1.000,1.000,1.000
9198,0.160,1.385,1600.816,1155.429,0.490,0.490,1.000,1.291,0.775,0.800
9199,0.107,0.924,1552.653,1157.714,0.327,0.327,1.000,1.000,1.000,1.000
9200,0.320,1.943,1688.653,1158.531,0.653,0.653,1.000,1.281,0.780,0.857
9201,0.133,1.481,1473.143,1159.510,0.490,0.490,0.764,1.727,0.579,0.714
