x,y
-595.5057330801876,1.5521867408665354e-05
-580.5159635883169,1.9496880108324016e-05
-565.5261940964463,2.4351435452414965e-05
-550.5364246045755,3.0242847000174797e-05
-535.5466551127048,3.73473526914944e-05
-520.5568856208341,4.5860250708890644e-05
-505.56711612896345,5.59954714601324e-05
-490.5773466370928,6.798447033036239e-05
-475.58757714522204,8.20743290435099e-05
-460.5978076533513,9.852496296992627e-05
-445.60803816148064,0.00011760534839065557
-430.61826866960996,0.00013958870819407563
-415.6284991777393,0.00016474662700196674
-400.63872968586855,0.00019334210712117252
-385.6489601939979,0.0002256216242963111
-370.65919070212715,0.00026180629572750266
-355.6694212102565,0.0003020823303482389
-340.6796517183858,0.0003465909904875323
-325.68988222651507,0.00039541835180684903
-310.7001127346444,0.00044858520144075556
-295.71034324277366,0.000506037458969012
-280.720573750903,0.0005676375375502519
-265.7308042590323,0.0006331570797865439
-250.74103476716158,0.00070227150164239
-235.7512652752909,0.0007745567556935578
-220.76149578342023,0.0008494886807593912
-205.7717262915495,0.0009264452383578567
-190.78195679967882,0.0010047118484963887
-175.79218730780815,0.0010834899305269276
-160.80241781593742,0.0011619086329594241
-145.81264832406674,0.0012390396042949079
-130.822878832196,0.0013139145211872626
-115.83310934032534,0.001385544957378045
-100.84333984845466,0.0014529440540256154
-85.85357035658393,0.0015151493463390435
-70.8638008647132,0.0015712460193597643
-55.87403137284252,0.001620389812854569
-40.88426188097185,0.0016618287757452445
-25.894492389101174,0.001694923086734075
-10.9047228972305,0.0017191622102747108
4.085046594640289,0.0017341787442171454
19.074816086510964,0.0017397584337419515
34.06458557838164,0.0017358459701676812
49.05435507025231,0.0017225463559011618
64.04412456212299,0.0017001217901097634
79.03389405399366,0.0016689842048970224
94.02366354586445,0.0016296837500298538
109.01343303773513,0.0015828936772137277
124.0032025296058,0.0015293922051150355
138.99297202147648,0.0014700420477584348
153.98274151334715,0.0014057683572892572
168.97251100521794,0.0013375358650490052
183.9622804970886,0.001266326002161937
198.9520499889593,0.001193114744046244
213.94181948082996,0.0011188518559101975
228.93158897270064,0.0010444421233342831
243.9213584645713,0.0009707290395554062
258.9111279564421,0.000898481295825993
273.9008974483128,0.0008283822902239629
288.89066694018345,0.0007610227403448169
303.8804364320541,0.0006968963626308894
318.8702059239248,0.0006363984709884373
333.8599754157956,0.0005798272539641531
348.84974490766626,0.0005273874159603732
363.83951439953694,0.000479195815287509
378.8292838914076,0.0004352887005159827
393.8190533832783,0.0003956301356644129
408.8088228751491,0.0003601212123305345
423.79859236701975,0.0003286096702680791
438.7883618588903,0.0003008995839642731
453.7781313507612,0.0002767608180533415
468.7679008426319,0.00025593800546830283
483.75767033450256,0.00023815885582879106
498.74743982637324,0.00022314165477999606
513.7372093182439,0.00021060186539774396
