x,y
-53.707431902209535,0.00012510866760704107
-51.03680709070888,0.0001956266446959982
-48.36618227920823,0.000299280772610133
-45.69555746770758,0.0004479752734094646
-43.02493265620693,0.0006560993104036413
-40.35430784470628,0.0009402498326233765
-37.683683033205625,0.0013185456690347295
-35.01305822170498,0.0018094559701609177
-32.34243341020432,0.002430119144411777
-29.671808598703674,0.00319420808575459
-27.001183787203022,0.004109496376893138
-24.33055897570237,0.005175383371175196
-21.659934164201722,0.006380722435370431
-18.98930935270107,0.007702342287962565
-16.31868454120042,0.009104635154132075
-13.648059729699767,0.01054049524826147
-10.977434918199116,0.011953729134365425
-8.306810106698464,0.013282845063516634
-5.636185295197812,0.014465896228805774
-2.9655604836971605,0.015445847348814074
-0.29493567219650885,0.016175799505892503
2.375689139304143,0.016623378470337725
5.0463139508047945,0.01677368078177588
7.716938762305446,0.016630368992820638
10.38756357380609,0.01621477866348262
13.05818838530675,0.015563194609730574
15.728813196807394,0.014722717266770744
18.399438008308053,0.013746324054995129
21.070062819808697,0.012687805452755203
23.740687631309356,0.011597214742816754
26.41131244281,0.01051733105335356
29.08193725431066,0.009481431949528251
31.752562065811304,0.008512447557531201
34.42318687731195,0.007623364657462083
37.09381168881261,0.006818598188096627
39.76443650031325,0.006095966214060504
42.43506131181391,0.005448893925494633
45.105686123314555,0.0048685208067081424
47.776310934815214,0.004345472531666907
50.44693574631586,0.0038711625099500714
53.11756055781652,0.0034385866690787316
55.78818536931716,0.003042654049039291
58.45881018081782,0.002680147292318914
61.129434992318465,0.002349430174649711
63.800059803819124,0.002050018222217524
66.47068461531977,0.0017821105063237687
69.14130942682043,0.001546154002393848
71.81193423832107,0.0013424836007916176
74.48255904982172,0.0011710561184902191
77.15318386132238,0.0010312783156331067
79.82380867282303,0.0009219177168319982
82.49443348432366,0.0008410802044467782
85.16505829582432,0.0007862382661837491
87.83568310732498,0.0007542965451350871
90.50630791882564,0.0007416851998997698
93.17693273032627,0.0007444751538926706
95.84755754182693,0.0007585116857344672
98.51818235332759,0.0007795635562393857
101.18880716482825,0.0008034839932430994
103.85943197632888,0.0008263777477901583
106.53005678782954,0.0008447657533582073
109.2006815993302,0.0008557364669928156
111.87130641083085,0.0008570715369374474
114.54193122233148,0.0008473336382802994
117.21255603383214,0.000825906445431093
119.8831808453328,0.0007929806754978121
122.55380565683343,0.0007494854588094696
125.22443046833409,0.00069697018892051
127.89505527983475,0.0006374475423070421
130.56568009133542,0.0005732126414271243
133.23630490283603,0.000506655679651225
135.90692971433668,0.00044008538946954553
138.57755452583734,0.00037557856971974404
141.248179337338,0.0003148669174133542
143.91880414883866,0.0002592673319870488
146.58942896033932,0.0002096564994511289
149.26005377183998,0.00016648571566224742
151.93067858334064,0.0001298281980108799
154.60130339484124,9.944892915813767e-05
157.2719282063419,7.488644942244896e-05
159.94255301784256,5.553677698834118e-05
162.61317782934321,4.073140952902828e-05
165.28380264084387,2.980368010030186e-05
167.95442745234453,2.214014870167e-05
170.6250522638452,1.721584597076628e-05
173.2956770753458,1.4613825984693193e-05
175.96630188684645,1.403056323013335e-05
178.6369266983471,1.5269307701475552e-05
181.30755150984777,1.8223739789251578e-05
183.97817632134843,2.285431840766613e-05
186.6488011328491,2.9159739347550193e-05
189.31942594434975,3.7145996061042584e-05
191.9900507558504,4.679565738815912e-05
194.660675567351,5.804006684571918e-05
197.33130037885167,7.073710554680504e-05
200.00192519035232,8.465683173766339e-05
202.67255000185298,9.947665511754091e-05
205.34317481335364,0.00011478675191660829
208.0137996248543,0.00013010529882086412
210.68442443635496,0.00014490198948232338
213.35504924785562,0.00015862740230234045
216.02567405935628,0.00017074527418365192
218.69629887085688,0.00018076467037874297
221.36692368235754,0.00018826938041520663
224.0375484938582,0.00019294247396728348
226.70817330535886,0.0001945846333318124
229.3787981168595,0.00019312547615523294
232.04942292836017,0.0001886275042857888
234.72004773986083,0.00018128257305282178
237.3906725513615,0.0001714009644717372
240.0612973628621,0.00015939339585005808
242.73192217436275,0.00014574669971644766
245.4025469858634,0.00013099448768772332
248.07317179736407,0.00011568477515537257
250.74379660886473,0.00010034713254707692
253.4144214203654,8.54622555984169e-05
256.08504623186604,7.143676698448729e-05
258.75567104336665,5.8585525660702794e-05
261.4262958548673,4.712279616537344e-05
264.09692066636796,3.716248625070167e-05
266.7675454778686,2.8726519203200614e-05
269.4381702893693,2.17594815936352e-05
272.10879510086994,1.6147131366564965e-05
274.7794199123706,1.1736225647730858e-05
277.45004472387126,8.353396827603573e-06
280.12066953537186,5.821359785224681e-06
282.7912943468725,3.971425986398929e-06
285.4619191583732,2.651987240613742e-06
288.13254396987384,1.7332014233737719e-06
290.8031687813745,1.1085013305030184e-06
293.47379359287515,6.937422823483288e-07
296.1444184043758,4.248292374970009e-07
298.8150432158764,2.5456777786268656e-07
301.4856680273771,1.4931956885757013e-07
304.15629283887773,8.58598849390599e-08
306.8269176503784,4.8667518350982814e-08
309.49754246187905,2.77459015179966e-08
312.1681672733797,1.698555879466124e-08
314.83879208488037,1.3029779414062098e-08
317.509416896381,1.4590173258650511e-08
