2231.998129	34579.33333
2230.882725	34633.0
2229.767059	34829.66667
2228.65113	34913.0
2227.534938	34965.33333
2226.418483	34881.66667
2225.301765	34841.66667
2224.184783	34969.66667
2223.067538	35213.33333
2221.95003	35150.0
2220.832258	35071.33333
2219.714223	34816.66667
2218.595923	35138.66667
2217.47736	35237.33333
2216.358533	35406.66667
2215.239442	35279.33333
2214.120087	35345.66667
2213.000468	35458.66667
2211.880585	35611.33333
2210.760437	35700.33333
2209.640025	35535.33333
2208.519348	35801.0
2207.398406	35838.0
2206.2772	35963.66667
2205.155729	36517.0
2204.033993	36530.33333
2202.911992	36597.66667
2201.789725	36740.0
2200.667194	36784.33333
2199.544397	37047.33333
2198.421335	37053.66667
2197.298008	37081.0
2196.174415	37067.33333
2195.050556	36940.0
2193.926431	37223.66667
2192.802041	37206.0
2191.677384	37197.33333
2190.552462	36849.33333
2189.427273	36924.66667
2188.301818	37092.33333
2187.176097	37417.66667
2186.05011	37175.66667
2184.923856	37262.66667
2183.797335	37415.66667
2182.670548	37661.33333
2181.543493	37712.66667
2180.416172	37965.33333
2179.288584	37899.0
2178.160729	37843.0
2177.032607	38021.0
2175.904217	38488.33333
2174.77556	38631.0
2173.646636	38384.66667
2172.517444	38301.33333
2171.387984	38517.66667
2170.258257	38694.33333
2169.128262	38864.66667
2167.997999	38830.66667
2166.867467	38763.0
2165.736668	38689.33333
2164.605601	38888.0
2163.474265	38932.66667
2162.342661	38867.66667
2161.210788	38701.33333
2160.078647	38666.33333
2158.946237	39257.66667
2157.813558	39201.66667
2156.680611	39160.33333
2155.547394	39086.33333
2154.413909	39045.0
2153.280154	39180.0
2152.14613	39358.66667
2151.011836	39580.66667
2149.877274	39567.0
2148.742441	39566.0
2147.607339	39634.66667
2146.471968	39941.0
2145.336326	40102.0
2144.200415	40063.33333
2143.064233	39873.33333
2141.927782	40171.0
2140.79106	40530.33333
2139.654068	40894.0
2138.516805	40735.0
2137.379272	40651.33333
2136.241469	40780.33333
2135.103394	40929.0
2133.965049	41105.33333
2132.826434	41080.66667
2131.687547	40914.66667
2130.548389	40982.33333
2129.40896	41132.66667
2128.269259	41224.66667
2127.129288	41214.0
2125.989044	41313.0
2124.84853	41222.0
2123.707743	41438.66667
2122.566685	41731.33333
2121.425355	41889.33333
2120.283753	41704.33333
2119.14188	41905.33333
2117.999734	42002.66667
2116.857315	42394.33333
2115.714625	42546.0
2114.571662	42711.0
2113.428426	42456.0
2112.284918	43037.66667
2111.141137	43231.33333
2109.997084	43845.66667
2108.852757	44262.66667
2107.708158	43349.33333
2106.563285	43252.33333
2105.41814	43612.33333
2104.272721	43650.66667
2103.127028	43592.0
2101.981062	43658.66667
2100.834823	43513.0
2099.68831	43522.0
2098.541523	43745.0
2097.394462	43625.0
2096.247127	43698.0
2095.099518	43893.66667
2093.951635	43976.0
2092.803478	44107.0
2091.655047	44233.33333
2090.506341	44047.0
2089.35736	44027.66667
2088.208105	44429.66667
2087.058575	44799.33333
2085.90877	44929.66667
2084.75869	44767.33333
2083.608336	44729.33333
2082.457706	45141.33333
2081.306801	45159.33333
2080.15562	45642.0
2079.004164	45324.66667
2077.852433	45488.0
2076.700426	45252.33333
2075.548143	45407.66667
2074.395584	45750.33333
2073.24275	45632.66667
2072.089639	45494.0
2070.936253	45479.33333
2069.78259	45329.66667
2068.628651	45836.33333
2067.474435	45860.0
2066.319943	45827.33333
2065.165174	45879.0
2064.010129	45694.33333
2062.854807	46172.33333
2061.699208	46336.33333
2060.543331	46269.66667
2059.387178	46212.0
2058.230748	46598.33333
2057.07404	46927.66667
2055.917055	47082.33333
2054.759792	46973.33333
2053.602252	46953.0
2052.444434	47227.66667
2051.286339	47436.0
2050.127965	47549.33333
2048.969314	47689.33333
2047.810384	47654.66667
2046.651176	48036.33333
2045.49169	48127.33333
2044.331925	48166.33333
2043.171882	48474.66667
2042.011561	48234.66667
2040.850961	48147.33333
2039.690081	48494.0
2038.528924	48657.0
2037.367487	48658.0
2036.205771	48282.66667
2035.043775	48512.66667
2033.881501	48717.66667
2032.718947	48663.33333
2031.556114	48952.33333
2030.393001	48791.0
2029.229608	49003.33333
2028.065936	49173.0
2026.901983	49560.66667
2025.737751	49529.0
2024.573239	49646.33333
2023.408446	49665.0
2022.243373	50053.0
2021.07802	50322.66667
2019.912387	50623.33333
2018.746472	50375.66667
2017.580277	50519.33333
2016.413802	51019.66667
2015.247045	51384.0
2014.080007	51066.33333
2012.912689	51295.0
2011.745089	50952.66667
2010.577208	51151.66667
2009.409045	51539.66667
2008.240601	51334.66667
2007.071875	51258.0
2005.902868	51251.66667
2004.733579	51390.66667
2003.564008	51644.66667
2002.394155	51778.66667
2001.22402	51689.66667
2000.053602	51604.33333
1998.882903	51591.33333
1997.711921	51864.0
1996.540656	52298.33333
1995.369109	52116.0
1994.197279	52407.33333
1993.025166	52291.66667
1991.852771	52907.0
1990.680092	53164.33333
1989.507131	53005.66667
1988.333886	52732.0
1987.160358	53111.0
1985.986546	53625.66667
1984.812451	53771.0
1983.638072	53771.66667
1982.46341	53677.33333
1981.288463	53762.0
1980.113233	53892.66667
1978.937719	53986.0
1977.761921	54025.66667
1976.585838	54077.33333
1975.409471	54108.33333
1974.23282	54426.66667
1973.055884	54667.0
1971.878663	54406.66667
1970.701158	54325.0
1969.523368	54513.66667
1968.345293	54633.66667
1967.166932	55151.66667
1965.988287	54717.66667
1964.809357	55078.66667
1963.630141	55156.33333
1962.450639	55333.33333
1961.270852	55808.0
1960.09078	55762.33333
1958.910421	55928.0
